ano,id_area,id_centro,id_indicador,indicador,Valor_Indicador,pos_br,pos_sul,pos_rs,pos_pub_br,pos_pub_sul,pos_pub_rs,max_br,max_sul,max_rs,max_pub_br,max_pub_sul,max_pub_rs,media_br,media_sul,media_rs,media_pub_br,media_pub_sul,media_pub_rs,total_br,total_sul,total_rs,total_pub_br,total_pub_sul,total_pub_rs
2013,92,12,4,Nota_Padronizada_Infraestrutura,1.21,108,23,15,24,8,7,5.0,5.0,4.14,3.61,3.61,3.2,3.31,3.08,3.03,2.32,2.49,2.33,111,23,15,25,8,7
2013,3501,7,1,CPC_Continuo,3.4,27,2,2,3,1,1,4.57,3.5,3.5,3.84,3.4,3.4,2.64,2.63,2.82,2.66,2.75,3.07,258,63,22,37,12,2
2013,3501,7,2,Nota_Continua_Enade,3.76,23,3,1,8,3,1,5.0,3.82,3.76,4.59,3.82,3.76,2.66,2.7,2.88,2.95,3.09,3.4,258,63,22,37,12,2
2013,3501,7,3,Nota_Padronizada_IDD,3.13,54,10,5,6,1,1,5.0,3.63,3.41,3.78,3.13,3.13,2.31,2.39,2.53,2.06,2.27,2.4,258,63,22,37,12,2
2013,3501,7,4,Nota_Padronizada_Infraestrutura,1.3,245,58,21,26,8,1,5.0,4.99,4.92,4.05,3.04,1.3,3.34,3.11,3.42,1.71,1.45,1.29,258,63,22,37,12,2
2014,21,10,1,CPC_Continuo,3.04,46,9,4,13,4,2,4.36,3.76,3.76,4.36,3.76,3.76,2.63,2.61,2.65,2.81,2.76,2.99,204,47,20,46,11,3
2014,21,10,2,Nota_Continua_Enade,2.88,36,8,3,22,6,2,4.69,4.54,4.01,4.69,4.54,4.01,2.23,2.33,2.26,2.89,2.98,2.96,204,47,20,46,11,3
2014,21,10,3,Nota_Padronizada_IDD,2.88,78,20,7,18,6,2,5.0,4.98,4.98,4.93,4.01,4.01,2.66,2.64,2.66,2.52,2.57,2.56,204,47,20,46,11,3
2014,21,10,4,Nota_Padronizada_Infraestrutura,1.7,166,42,18,22,8,2,5.0,4.91,4.82,4.21,4.21,1.79,2.82,2.98,3.0,1.67,2.15,1.63,204,47,20,46,11,3
2014,79,11,1,CPC_Continuo,2.87,61,10,6,5,1,1,4.5,3.53,3.3,3.88,2.87,2.87,2.67,2.76,2.73,2.67,2.87,2.87,157,22,10,13,1,1
2014,79,11,2,Nota_Continua_Enade,3.05,28,8,4,5,1,1,4.9,3.95,3.95,4.9,3.05,3.05,2.34,2.75,2.78,2.9,3.05,3.05,157,22,10,13,1,1
2014,79,11,3,Nota_Padronizada_IDD,2.87,44,12,6,3,1,1,5.0,3.95,3.95,3.45,2.87,2.87,2.52,2.83,2.9,2.4,2.87,2.87,157,22,10,13,1,1
2014,79,11,4,Nota_Padronizada_Infraestrutura,2.98,105,16,8,8,1,1,5.0,4.67,3.9,4.76,2.98,2.98,3.32,3.18,3.14,3.17,2.98,2.98,157,22,10,13,1,1
2014,701,2,1,CPC_Continuo,,,,,,,,4.05,3.37,3.37,4.05,3.37,3.37,2.95,3.01,3.02,2.94,3.01,3.02,37,6,2,35,6,2
2014,701,2,2,Nota_Continua_Enade,0.92,,,,,,,4.72,3.32,3.03,4.12,3.32,3.03,2.51,2.36,2.33,2.47,2.36,2.33,37,6,2,35,6,2
2014,701,2,3,Nota_Padronizada_IDD,0.92,,,,,,,5.0,3.43,2.74,5.0,3.43,2.74,2.55,2.71,2.39,2.55,2.71,2.39,37,6,2,35,6,2
2014,701,2,4,Nota_Padronizada_Infraestrutura,1.79,,,,,,,5.0,3.27,3.27,4.97,3.27,3.27,2.72,2.16,2.92,2.6,2.16,2.92,37,6,2,35,6,2
2014,702,2,1,CPC_Continuo,2.99,73,23,8,51,15,3,4.63,4.14,4.14,4.63,4.01,3.26,2.55,2.73,2.74,2.58,2.78,2.71,328,65,28,193,31,8
2014,702,2,2,Nota_Continua_Enade,2.82,64,23,8,48,14,2,5.0,4.39,4.39,5.0,4.36,3.6,2.17,2.43,2.34,2.3,2.63,2.35,328,65,28,193,31,8
2014,702,2,3,Nota_Padronizada_IDD,2.76,81,24,9,55,13,2,5.0,5.0,5.0,5.0,4.21,2.76,2.28,2.47,2.35,2.36,2.45,1.93,328,65,28,193,31,8
2014,702,2,4,Nota_Padronizada_Infraestrutura,1.96,283,57,27,152,23,7,5.0,5.0,5.0,5.0,4.86,4.18,3.1,3.41,3.8,2.58,2.7,2.92,328,65,28,193,31,8
2014,903,1,1,CPC_Continuo,2.75,16,4,1,11,4,1,4.09,3.96,2.75,4.09,3.96,2.75,2.82,2.83,2.75,2.83,2.83,2.75,27,5,1,19,5,1
2014,903,1,2,Nota_Continua_Enade,2.03,17,3,1,11,3,1,4.17,3.47,2.03,3.76,3.47,2.03,2.41,1.96,2.03,2.27,1.96,2.03,27,5,1,19,5,1
2014,903,1,3,Nota_Padronizada_IDD,2.45,13,3,1,8,3,1,5.0,4.52,2.45,5.0,4.52,2.45,2.41,2.37,2.45,2.35,2.37,2.45,27,5,1,19,5,1
2014,903,1,4,Nota_Padronizada_Infraestrutura,1.37,17,2,1,9,2,1,4.52,1.94,1.37,4.18,1.94,1.37,2.06,1.11,1.37,1.48,1.11,1.37,27,5,1,19,5,1
2014,904,1,1,CPC_Continuo,3.32,31,11,6,15,4,1,4.05,4.0,4.0,4.05,3.93,3.32,2.69,3.05,3.19,2.65,3.0,3.12,203,30,13,121,14,2
2014,904,1,2,Nota_Continua_Enade,3.66,24,8,5,14,2,1,4.89,4.89,3.96,4.89,4.89,3.66,2.33,2.89,3.18,2.36,2.89,3.36,203,30,13,121,14,2
2014,904,1,3,Nota_Padronizada_IDD,3.12,44,12,8,19,4,1,5.0,5.0,5.0,5.0,4.23,3.12,2.5,2.92,3.28,2.44,2.63,2.7,203,30,13,121,14,2
2014,904,1,4,Nota_Padronizada_Infraestrutura,1.97,152,26,13,74,11,2,5.0,4.97,4.71,4.72,4.72,2.66,2.72,3.25,3.58,2.15,2.66,2.31,203,30,13,121,14,2
2014,905,1,1,CPC_Continuo,3.29,51,15,8,22,6,2,4.05,4.05,4.05,4.05,4.05,4.05,2.7,2.99,3.16,2.68,3.04,3.44,295,50,18,102,19,3
2014,905,1,2,Nota_Continua_Enade,3.57,25,9,5,13,6,3,5.0,5.0,4.12,5.0,5.0,4.12,2.3,2.79,2.95,2.37,3.05,3.82,295,50,18,102,19,3
2014,905,1,3,Nota_Padronizada_IDD,2.9,115,29,12,40,9,2,5.0,5.0,5.0,5.0,5.0,5.0,2.73,3.09,3.21,2.75,3.09,3.29,295,50,18,102,19,3
2014,905,1,4,Nota_Padronizada_Infraestrutura,2.38,234,40,17,57,12,2,5.0,4.75,4.25,4.4,3.76,2.49,3.16,3.16,3.29,2.37,2.37,1.98,295,50,18,102,19,3
2014,1401,2,1,CPC_Continuo,2.21,42,10,5,38,8,3,4.01,3.53,3.1,4.01,3.53,3.1,2.76,2.78,2.63,2.85,2.85,2.7,49,10,5,42,8,3
2014,1401,2,2,Nota_Continua_Enade,1.28,46,10,5,40,8,3,4.84,3.94,3.25,4.42,3.94,3.25,2.75,2.7,2.23,2.86,2.81,2.22,49,10,5,42,8,3
2014,1401,2,3,Nota_Padronizada_IDD,0.84,44,10,5,39,8,3,5.0,3.63,2.21,5.0,3.63,2.21,2.21,2.2,1.81,2.3,2.27,1.73,49,10,5,42,8,3
2014,1401,2,4,Nota_Padronizada_Infraestrutura,1.36,40,10,5,33,8,3,5.0,5.0,5.0,4.1,4.1,4.1,2.47,2.76,3.35,2.21,2.3,2.54,49,10,5,42,8,3
2014,1402,2,1,CPC_Continuo,3.08,29,9,5,26,7,3,4.56,3.76,3.72,4.56,3.76,3.27,2.63,2.84,2.76,2.68,2.92,2.87,131,25,13,110,18,7
2014,1402,2,2,Nota_Continua_Enade,2.61,46,12,5,38,9,3,4.83,4.31,3.44,4.83,4.31,3.44,2.27,2.46,2.21,2.29,2.58,2.33,131,25,13,110,18,7
2014,1402,2,3,Nota_Padronizada_IDD,2.57,33,11,6,28,8,3,5.0,3.94,3.45,5.0,3.94,3.45,2.02,2.31,2.24,2.05,2.36,2.22,131,25,13,110,18,7
2014,1402,2,4,Nota_Padronizada_Infraestrutura,2.18,96,22,13,78,15,7,4.75,4.66,4.66,4.66,4.66,4.66,2.87,3.22,3.46,2.68,2.87,2.93,131,25,13,110,18,7
2014,1501,2,1,CPC_Continuo,3.38,7,2,1,6,2,1,4.38,3.41,3.38,4.22,3.41,3.38,2.58,2.66,2.55,2.82,2.96,3.07,94,27,13,53,14,4
2014,1501,2,2,Nota_Continua_Enade,3.68,5,1,1,4,1,1,5.0,3.68,3.68,4.16,3.68,3.68,2.14,2.31,2.2,2.52,2.74,2.82,94,27,13,53,14,4
2014,1501,2,3,Nota_Padronizada_IDD,3.1,4,2,1,3,2,1,5.0,3.5,3.1,5.0,3.5,3.1,1.92,2.14,2.13,2.08,2.39,2.53,94,27,13,53,14,4
2014,1501,2,4,Nota_Padronizada_Infraestrutura,1.61,74,21,12,34,8,3,5.0,5.0,4.11,3.85,3.76,3.02,2.74,2.76,2.87,2.08,1.97,2.02,94,27,13,53,14,4
2014,1502,2,1,CPC_Continuo,3.3,34,12,6,30,10,4,4.34,4.34,3.99,4.34,4.34,3.99,2.75,2.96,2.91,2.86,3.17,3.18,180,30,15,126,18,6
2014,1502,2,2,Nota_Continua_Enade,3.51,21,7,3,18,6,2,4.75,4.75,3.95,4.75,4.75,3.95,2.41,2.69,2.58,2.56,3.0,2.9,180,30,15,126,18,6
2014,1502,2,3,Nota_Padronizada_IDD,2.62,66,12,6,58,10,4,5.0,4.75,4.4,5.0,4.75,4.4,2.45,2.55,2.49,2.6,2.77,2.69,180,30,15,126,18,6
2014,1502,2,4,Nota_Padronizada_Infraestrutura,2.79,72,15,9,30,6,3,5.0,4.88,4.88,4.79,3.78,3.78,2.51,2.6,2.9,2.04,2.06,2.32,180,30,15,126,18,6
2014,1601,2,1,CPC_Continuo,3.28,68,19,10,41,11,6,4.33,3.97,3.92,4.33,3.97,3.92,2.97,3.09,3.27,3.09,3.34,3.55,205,42,16,85,16,6
2014,1601,2,2,Nota_Continua_Enade,3.08,54,14,8,41,10,6,4.88,4.57,3.64,4.88,4.57,3.64,2.46,2.61,2.92,2.88,3.08,3.37,205,42,16,85,16,6
2014,1601,2,3,Nota_Padronizada_IDD,2.44,137,32,13,55,14,6,5.0,4.38,3.64,5.0,4.18,3.64,2.62,2.83,2.79,2.51,3.01,3.06,205,42,16,85,16,6
2014,1601,2,4,Nota_Padronizada_Infraestrutura,2.0,167,36,14,48,11,4,5.0,4.99,4.74,4.69,3.73,3.48,3.22,3.35,3.27,2.31,2.44,2.48,205,42,16,85,16,6
2014,1602,2,1,CPC_Continuo,3.02,141,37,22,74,14,5,4.78,4.23,3.99,4.78,3.95,3.95,2.85,3.0,3.13,2.89,3.13,3.44,383,68,33,182,20,6
2014,1602,2,2,Nota_Continua_Enade,3.47,45,10,6,30,7,4,5.0,4.58,4.58,5.0,4.52,4.13,2.43,2.66,2.76,2.6,3.09,3.47,383,68,33,182,20,6
2014,1602,2,3,Nota_Padronizada_IDD,1.76,341,60,29,168,18,6,5.0,5.0,5.0,5.0,4.59,3.61,2.64,2.83,2.99,2.68,2.82,2.92,383,68,33,182,20,6
2014,1602,2,4,Nota_Padronizada_Infraestrutura,1.86,335,64,33,138,17,6,5.0,5.0,5.0,4.9,4.13,3.57,3.18,3.51,3.84,2.44,2.49,3.16,383,68,33,182,20,6
2014,1602,9,1,CPC_Continuo,3.26,74,21,13,41,9,4,4.78,4.23,3.99,4.78,3.95,3.95,2.85,3.0,3.13,2.89,3.13,3.44,383,68,33,182,20,6
2014,1602,9,2,Nota_Continua_Enade,2.9,105,26,13,68,14,5,5.0,4.58,4.58,5.0,4.52,4.13,2.43,2.66,2.76,2.6,3.09,3.47,383,68,33,182,20,6
2014,1602,9,3,Nota_Padronizada_IDD,2.96,109,32,19,49,12,4,5.0,5.0,5.0,5.0,4.59,3.61,2.64,2.83,2.99,2.68,2.82,2.92,383,68,33,182,20,6
2014,1602,9,4,Nota_Padronizada_Infraestrutura,3.41,170,38,21,25,4,2,5.0,5.0,5.0,4.9,4.13,3.57,3.18,3.51,3.84,2.44,2.49,3.16,383,68,33,182,20,6
2014,2001,6,1,CPC_Continuo,3.13,164,47,27,42,14,7,4.54,4.04,4.04,3.82,3.73,3.58,2.65,2.85,3.07,2.64,3.05,3.18,953,175,57,240,39,10
2014,2001,6,2,Nota_Continua_Enade,3.2,189,54,26,73,23,8,4.99,4.78,4.78,4.99,4.66,4.66,2.48,2.82,3.12,2.67,3.2,3.36,953,175,57,240,39,10
2014,2001,6,3,Nota_Padronizada_IDD,2.94,200,59,25,39,15,5,5.0,5.0,5.0,4.41,4.37,3.58,2.44,2.71,2.91,2.28,2.72,2.53,953,175,57,240,39,10
2014,2001,6,4,Nota_Padronizada_Infraestrutura,2.92,630,133,50,61,15,5,5.0,5.0,4.91,5.0,4.9,3.93,3.31,3.53,3.74,2.23,2.6,2.9,953,175,57,240,39,10
2014,2402,5,1,CPC_Continuo,3.4,27,10,6,13,4,2,4.24,3.98,3.98,4.08,3.7,3.44,2.73,2.93,3.09,2.69,2.94,3.07,287,58,25,141,24,6
2014,2402,5,2,Nota_Continua_Enade,3.91,16,6,3,13,4,2,4.55,4.52,3.99,4.55,4.03,3.99,2.32,2.62,2.9,2.32,2.76,3.2,287,58,25,141,24,6
2014,2402,5,3,Nota_Padronizada_IDD,3.14,40,15,9,18,6,1,5.0,5.0,5.0,5.0,5.0,3.14,2.48,2.63,2.89,2.36,2.46,2.43,287,58,25,141,24,6
2014,2402,5,4,Nota_Padronizada_Infraestrutura,2.24,226,47,22,85,14,4,5.0,5.0,4.64,4.78,3.8,2.58,3.08,3.27,3.33,2.42,2.41,2.13,287,58,25,141,24,6
2014,2501,1,1,CPC_Continuo,3.75,3,2,2,1,1,1,4.58,3.9,3.9,3.75,3.75,3.75,2.75,2.75,3.04,2.84,2.78,3.11,82,29,9,35,13,5
2014,2501,1,2,Nota_Continua_Enade,2.91,32,11,6,21,8,3,4.81,3.88,3.57,4.81,3.88,3.57,2.74,2.49,2.8,3.07,2.79,2.89,82,29,9,35,13,5
2014,2501,1,3,Nota_Padronizada_IDD,4.85,3,2,2,1,1,1,5.0,5.0,5.0,4.85,4.85,4.85,2.66,2.66,3.04,2.58,2.59,2.9,82,29,9,35,13,5
2014,2501,1,4,Nota_Padronizada_Infraestrutura,1.54,68,25,8,24,9,4,5.0,4.79,4.79,4.72,4.72,2.77,2.85,3.17,2.69,2.08,2.3,2.06,82,29,9,35,13,5
2014,3001,2,1,CPC_Continuo,,,,,,,,4.05,3.38,3.38,3.83,3.38,3.38,2.57,2.68,2.66,2.58,2.85,2.82,68,16,6,53,12,3
2014,3001,2,2,Nota_Continua_Enade,2.87,,,,,,,4.61,3.75,3.08,4.61,3.75,3.08,2.12,2.29,2.31,2.12,2.4,2.35,68,16,6,53,12,3
2014,3001,2,3,Nota_Padronizada_IDD,1.73,,,,,,,5.0,3.17,3.08,5.0,3.17,3.08,1.99,2.13,2.24,1.92,2.26,2.16,68,16,6,53,12,3
2014,3001,2,4,Nota_Padronizada_Infraestrutura,2.35,,,,,,,5.0,3.88,3.88,5.0,3.25,2.42,2.22,2.17,2.5,2.1,2.0,2.14,68,16,6,53,12,3
2014,3002,2,1,CPC_Continuo,3.23,37,12,6,25,8,2,4.16,4.15,4.15,3.73,3.57,3.28,2.72,2.87,3.15,2.73,3.05,3.15,200,38,13,131,19,4
2014,3002,2,2,Nota_Continua_Enade,3.15,51,13,5,34,9,1,4.96,4.53,4.02,4.96,4.53,3.15,2.57,2.81,3.08,2.63,3.15,2.98,200,38,13,131,19,4
2014,3002,2,3,Nota_Padronizada_IDD,2.69,49,15,8,28,8,3,5.0,4.72,4.72,3.52,3.3,2.95,2.45,2.52,2.87,2.42,2.54,2.73,200,38,13,131,19,4
2014,3002,2,4,Nota_Padronizada_Infraestrutura,2.21,127,29,12,69,13,3,5.0,5.0,5.0,4.26,3.59,3.39,2.56,2.95,3.37,2.17,2.43,2.4,200,38,13,131,19,4
2014,3201,5,1,CPC_Continuo,4.43,1,1,1,1,1,1,4.43,4.43,4.43,4.43,4.43,4.43,3.03,3.3,3.31,3.1,3.98,3.92,58,15,10,30,5,3
2014,3201,5,2,Nota_Continua_Enade,4.21,5,3,2,4,2,1,4.88,4.29,4.29,4.88,4.25,4.21,2.78,3.12,3.02,2.98,3.94,3.8,58,15,10,30,5,3
2014,3201,5,3,Nota_Padronizada_IDD,5.0,1,1,1,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,2.6,3.06,2.9,2.6,4.04,3.77,58,15,10,30,5,3
2014,3201,5,4,Nota_Padronizada_Infraestrutura,3.14,28,10,8,4,1,1,4.75,4.68,4.26,3.96,3.14,3.14,3.1,3.42,3.62,2.35,2.47,2.69,58,15,10,30,5,3
2014,3202,5,1,CPC_Continuo,3.6,13,7,4,8,5,2,4.37,4.37,3.99,4.37,4.37,3.74,2.76,3.12,3.2,2.78,3.29,3.38,109,27,12,54,13,4
2014,3202,5,2,Nota_Continua_Enade,4.46,4,2,1,3,2,1,4.82,4.82,4.46,4.82,4.82,4.46,2.61,3.04,3.11,2.7,3.38,3.75,109,27,12,54,13,4
2014,3202,5,3,Nota_Padronizada_IDD,2.92,27,12,5,11,7,2,5.0,4.82,4.25,5.0,4.82,3.62,2.23,2.79,2.8,2.06,2.92,2.77,109,27,12,54,13,4
2014,3202,5,4,Nota_Padronizada_Infraestrutura,3.22,53,15,8,9,3,1,5.0,5.0,5.0,3.68,3.38,3.22,3.0,3.18,3.59,2.18,2.35,2.5,109,27,12,54,13,4
2014,3502,7,1,CPC_Continuo,2.74,209,50,22,52,13,4,4.48,3.84,3.8,4.03,3.84,3.5,2.7,2.76,2.88,2.68,2.72,2.85,431,100,38,99,23,5
2014,3502,7,2,Nota_Continua_Enade,3.4,40,7,5,20,6,4,5.0,4.35,4.35,4.82,4.35,4.35,2.34,2.41,2.69,2.67,2.68,3.38,431,100,38,99,23,5
2014,3502,7,3,Nota_Padronizada_IDD,2.0,366,87,32,79,16,2,5.0,5.0,5.0,5.0,3.88,3.17,2.62,2.78,2.82,2.46,2.47,1.91,431,100,38,99,23,5
2014,3502,7,4,Nota_Padronizada_Infraestrutura,0.77,421,98,38,90,21,5,5.0,5.0,5.0,4.95,4.72,2.56,3.47,3.6,3.53,2.33,2.63,1.76,431,100,38,99,23,5
2014,4004,10,1,CPC_Continuo,3.28,55,14,5,40,10,2,4.47,4.04,3.66,4.09,4.04,3.66,2.6,2.67,2.66,3.0,3.09,3.35,264,54,22,86,18,4
2014,4004,10,2,Nota_Continua_Enade,3.25,50,11,4,42,9,3,4.78,4.2,4.15,4.67,4.2,4.15,2.27,2.39,2.38,3.03,3.06,3.34,264,54,22,86,18,4
2014,4004,10,3,Nota_Padronizada_IDD,2.97,53,15,6,33,9,1,5.0,4.32,3.6,4.57,4.32,2.97,2.27,2.46,2.32,2.64,2.91,2.74,264,54,22,86,18,4
2014,4004,10,4,Nota_Padronizada_Infraestrutura,2.76,178,39,19,37,10,3,5.0,5.0,4.49,4.69,3.92,3.92,3.17,3.25,3.51,2.54,2.9,3.17,264,54,22,86,18,4
2014,4006,8,1,CPC_Continuo,,,,,,,,4.25,3.95,3.8,4.25,3.65,3.65,2.65,2.74,2.91,2.81,2.81,3.55,418,91,29,72,16,2
2014,4006,8,2,Nota_Continua_Enade,3.44,,,,,,,4.99,4.58,4.18,4.77,4.53,4.13,2.47,2.7,2.77,2.94,3.13,3.97,418,91,29,72,16,2
2014,4006,8,3,Nota_Padronizada_IDD,4.08,,,,,,,5.0,5.0,5.0,5.0,4.11,3.42,2.58,2.68,2.82,2.72,2.68,3.24,418,91,29,72,16,2
2014,4006,8,4,Nota_Padronizada_Infraestrutura,3.68,,,,,,,5.0,5.0,5.0,4.53,4.53,4.28,3.22,3.48,3.54,2.52,3.01,3.15,418,91,29,72,16,2
2014,4006,10,1,CPC_Continuo,3.45,38,10,4,13,3,2,4.25,3.95,3.8,4.25,3.65,3.65,2.65,2.74,2.91,2.81,2.81,3.55,418,91,29,72,16,2
2014,4006,10,2,Nota_Continua_Enade,4.13,13,4,2,8,2,1,4.99,4.58,4.18,4.77,4.53,4.13,2.47,2.7,2.77,2.94,3.13,3.97,418,91,29,72,16,2
2014,4006,10,3,Nota_Padronizada_IDD,3.06,96,30,14,24,6,2,5.0,5.0,5.0,5.0,4.11,3.42,2.58,2.68,2.82,2.72,2.68,3.24,418,91,29,72,16,2
2014,4006,10,4,Nota_Padronizada_Infraestrutura,2.02,356,84,27,51,13,2,5.0,5.0,5.0,4.53,4.53,4.28,3.22,3.48,3.54,2.52,3.01,3.15,418,91,29,72,16,2
2014,4301,1,1,CPC_Continuo,3.19,4,1,1,1,1,1,3.68,3.19,3.19,3.19,3.19,3.19,2.4,2.49,2.46,2.47,2.6,2.64,65,17,7,39,11,4
2014,4301,1,2,Nota_Continua_Enade,3.31,6,2,2,3,2,2,4.1,3.83,3.83,3.83,3.83,3.83,2.06,2.32,2.51,2.18,2.44,2.73,65,17,7,39,11,4
2014,4301,1,3,Nota_Padronizada_IDD,3.9,5,2,1,3,2,1,4.6,3.94,3.9,3.94,3.94,3.9,2.07,2.38,2.28,2.08,2.56,2.45,65,17,7,39,11,4
2014,4301,1,4,Nota_Padronizada_Infraestrutura,1.97,45,13,5,22,7,2,5.0,4.55,3.89,3.79,2.74,2.15,2.51,2.52,2.36,1.94,1.86,1.67,65,17,7,39,11,4
2014,5401,5,1,CPC_Continuo,3.14,15,4,1,11,4,1,3.82,3.78,3.14,3.82,3.78,3.14,2.71,2.93,2.54,2.71,3.18,2.95,61,10,5,51,8,3
2014,5401,5,2,Nota_Continua_Enade,2.7,30,7,3,23,6,2,4.99,4.79,3.48,4.99,4.79,3.17,2.57,2.81,2.28,2.54,3.08,2.64,61,10,5,51,8,3
2014,5401,5,3,Nota_Padronizada_IDD,2.54,14,3,1,11,3,1,5.0,5.0,2.54,5.0,5.0,2.54,2.02,2.32,1.78,2.04,2.62,2.23,61,10,5,51,8,3
2014,5401,5,4,Nota_Padronizada_Infraestrutura,3.37,13,4,3,5,2,1,4.39,4.19,4.19,3.93,3.47,3.37,2.29,2.71,3.01,2.02,2.4,2.4,61,10,5,51,8,3
2014,5710,10,1,CPC_Continuo,3.53,12,4,3,11,3,2,4.29,3.65,3.65,4.29,3.64,3.64,2.58,2.76,2.75,2.99,3.01,3.01,239,49,20,74,18,5
2014,5710,10,2,Nota_Continua_Enade,3.77,14,5,1,14,5,1,5.0,4.41,3.77,5.0,4.41,3.77,2.18,2.55,2.45,3.17,3.19,2.87,239,49,20,74,18,5
2014,5710,10,3,Nota_Padronizada_IDD,3.69,13,6,5,8,1,1,5.0,5.0,5.0,5.0,3.69,3.69,2.45,2.76,2.85,2.67,2.78,2.68,239,49,20,74,18,5
2014,5710,10,4,Nota_Padronizada_Infraestrutura,2.63,146,37,15,26,11,2,5.0,4.76,4.69,3.99,3.99,2.78,2.91,3.11,3.04,2.23,2.68,2.31,239,49,20,74,18,5
2014,5806,10,1,CPC_Continuo,3.23,31,10,5,22,8,4,4.35,3.9,3.83,4.35,3.9,3.83,2.58,2.86,2.95,3.01,3.27,3.53,204,37,14,67,15,5
2014,5806,10,2,Nota_Continua_Enade,3.09,25,7,3,21,7,3,5.0,4.47,4.35,5.0,4.47,4.35,1.96,2.41,2.49,2.76,3.13,3.33,204,37,14,67,15,5
2014,5806,10,3,Nota_Padronizada_IDD,3.09,34,13,7,22,9,4,5.0,5.0,5.0,5.0,5.0,5.0,2.39,2.87,3.09,2.85,3.45,3.88,204,37,14,67,15,5
2014,5806,10,4,Nota_Padronizada_Infraestrutura,2.4,152,32,12,32,12,4,5.0,4.67,4.47,4.37,4.37,4.37,3.04,3.25,3.02,2.3,2.81,2.69,204,37,14,67,15,5
2014,5809,10,1,CPC_Continuo,3.01,31,9,6,21,6,4,4.24,4.24,3.58,4.24,4.24,3.58,2.69,2.92,2.93,3.17,3.17,3.14,102,22,12,32,9,5
2014,5809,10,2,Nota_Continua_Enade,3.22,19,4,3,15,4,3,4.94,4.54,3.8,4.94,4.54,3.8,2.47,2.76,2.86,3.24,3.13,3.18,102,22,12,32,9,5
2014,5809,10,3,Nota_Padronizada_IDD,2.14,57,15,9,26,7,4,5.0,4.54,3.9,5.0,4.54,3.19,2.31,2.54,2.49,2.75,2.68,2.39,102,22,12,32,9,5
2014,5809,10,4,Nota_Padronizada_Infraestrutura,2.7,64,19,9,14,7,3,5.0,4.94,4.72,4.23,4.23,3.45,3.06,3.44,3.22,2.48,3.04,2.59,102,22,12,32,9,5
2014,5814,10,1,CPC_Continuo,4.28,2,1,1,2,1,1,4.34,4.28,4.28,4.34,4.28,4.28,2.58,3.04,3.21,3.18,3.52,3.69,102,15,7,27,6,4
2014,5814,10,2,Nota_Continua_Enade,4.64,2,1,1,2,1,1,4.85,4.64,4.64,4.85,4.64,4.64,2.09,2.76,3.08,3.09,3.38,3.71,102,15,7,27,6,4
2014,5814,10,3,Nota_Padronizada_IDD,5.0,2,1,1,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,2.37,2.95,3.17,3.02,3.49,3.88,102,15,7,27,6,4
2014,5814,10,4,Nota_Padronizada_Infraestrutura,2.77,53,12,4,9,4,2,5.0,4.62,3.74,3.99,3.4,3.17,2.9,3.24,2.64,2.32,2.72,2.45,102,15,7,27,6,4
2014,5902,10,1,CPC_Continuo,3.28,15,5,3,14,4,2,4.38,4.1,4.1,4.38,4.1,4.1,2.46,2.52,2.51,2.77,2.86,2.91,156,36,17,64,15,5
2014,5902,10,2,Nota_Continua_Enade,3.85,9,2,1,9,2,1,4.91,4.7,3.85,4.91,4.7,3.85,2.26,2.53,2.44,2.87,3.18,3.32,156,36,17,64,15,5
2014,5902,10,3,Nota_Padronizada_IDD,3.32,13,3,2,12,3,2,5.0,4.77,4.77,5.0,4.77,4.77,2.05,2.17,2.23,2.25,2.38,2.34,156,36,17,64,15,5
2014,5902,10,4,Nota_Padronizada_Infraestrutura,2.09,125,31,15,39,10,3,4.99,4.26,4.26,4.83,4.24,4.24,2.96,3.04,3.24,2.39,2.62,2.67,156,36,17,64,15,5
2014,6008,10,1,CPC_Continuo,2.88,26,6,4,19,3,3,4.23,3.49,3.49,4.23,3.49,3.49,2.59,2.58,2.67,2.86,2.57,2.62,91,24,11,44,13,7
2014,6008,10,2,Nota_Continua_Enade,3.46,12,3,2,12,3,2,5.0,4.25,4.25,5.0,4.25,4.25,2.42,2.32,2.3,2.89,2.48,2.3,91,24,11,44,13,7
2014,6008,10,3,Nota_Padronizada_IDD,2.34,31,10,5,18,4,3,5.0,3.76,3.18,5.0,2.64,2.64,2.07,2.16,1.94,2.26,1.81,1.63,91,24,11,44,13,7
2014,6008,10,4,Nota_Padronizada_Infraestrutura,2.77,55,17,8,14,6,4,5.0,4.7,4.7,4.62,4.62,3.5,3.04,3.02,3.04,2.3,2.52,2.6,91,24,11,44,13,7
2014,6208,10,1,CPC_Continuo,,,,,,,,4.2,3.8,3.59,4.2,3.79,3.59,2.56,2.64,2.72,2.89,2.92,3.19,259,46,18,60,11,3
2014,6208,10,2,Nota_Continua_Enade,4.36,,,,,,,4.93,4.18,4.18,4.93,4.18,4.18,2.05,2.34,2.54,2.94,2.95,3.11,259,46,18,60,11,3
2014,6208,10,3,Nota_Padronizada_IDD,4.36,,,,,,,5.0,5.0,3.85,4.49,3.99,3.85,2.37,2.6,2.67,2.46,2.76,2.92,259,46,18,60,11,3
