ano,id_area,id_centro,id_indicador,indicador,Valor_Indicador,pos_br,pos_sul,pos_rs,pos_pub_br,pos_pub_sul,pos_pub_rs,max_br,max_sul,max_rs,max_pub_br,max_pub_sul,max_pub_rs,media_br,media_sul,media_rs,media_pub_br,media_pub_sul,media_pub_rs,total_br,total_sul,total_rs,total_pub_br,total_pub_sul,total_pub_rs
2007,5,3,1,CPC_Continuo,2.92,21,5,2,17,5,2,4.11,4.11,4.11,4.11,4.11,4.11,2.42,2.33,2.26,2.97,2.92,3.19,101,24,9,36,10,3
2007,5,3,2,Nota_Continua_Enade,3.28,16,5,2,15,5,2,4.67,3.95,3.95,4.67,3.95,3.95,2.24,2.18,2.13,3.17,3.28,3.5,101,24,9,36,10,3
2007,5,3,3,Nota_Padronizada_IDD,2.0,65,13,4,25,8,2,5.0,5.0,5.0,5.0,5.0,5.0,2.52,2.41,2.18,2.76,2.65,2.7,101,24,9,36,10,3
2007,5,3,4,Nota_Padronizada_Infraestrutura,2.26,70,14,7,11,2,2,5.0,4.67,4.67,5.0,3.1,3.1,2.98,2.87,3.09,1.65,1.46,2.06,101,24,9,36,10,3
2007,6,4,1,CPC_Continuo,,,,,,,,4.24,4.11,4.02,4.24,4.11,4.02,2.53,2.94,3.03,3.26,3.42,3.66,148,29,8,44,10,2
2007,6,4,2,Nota_Continua_Enade,,,,,,,,4.9,4.9,4.9,4.9,4.9,4.9,2.61,3.12,3.41,3.68,3.94,4.63,148,29,8,44,10,2
2007,6,4,3,Nota_Padronizada_IDD,3.01,,,,,,,5.0,5.0,3.93,5.0,5.0,3.36,2.48,2.98,2.92,3.05,3.4,2.91,148,29,8,44,10,2
2007,6,4,4,Nota_Padronizada_Infraestrutura,3.33,,,,,,,5.0,5.0,5.0,5.0,5.0,2.42,3.81,3.85,4.13,2.78,2.71,2.12,148,29,8,44,10,2
2007,12,4,1,CPC_Continuo,3.72,7,3,3,7,3,3,4.03,4.01,4.01,4.03,4.01,4.01,2.44,2.67,3.02,2.7,2.69,3.48,101,22,10,49,13,5
2007,12,4,2,Nota_Continua_Enade,4.38,1,1,1,1,1,1,4.38,4.38,4.38,4.38,4.38,4.38,2.44,2.9,3.44,2.84,2.89,3.95,101,22,10,49,13,5
2007,12,4,3,Nota_Padronizada_IDD,4.14,6,2,2,6,2,2,5.0,4.34,4.34,5.0,4.34,4.34,2.39,2.56,2.81,2.62,2.61,3.49,101,22,10,49,13,5
2007,12,4,4,Nota_Padronizada_Infraestrutura,2.96,66,17,8,21,9,3,5.0,4.81,4.78,4.81,4.81,4.0,3.25,3.49,3.45,2.68,3.21,2.89,101,22,10,49,13,5
2007,17,3,1,CPC_Continuo,3.56,12,5,2,11,5,2,4.0,3.97,3.74,4.0,3.97,3.74,2.62,2.87,2.84,2.79,3.16,3.28,101,25,8,62,15,3
2007,17,3,2,Nota_Continua_Enade,4.31,5,3,2,5,3,2,4.64,4.41,4.39,4.64,4.41,4.39,2.83,3.23,3.37,3.06,3.59,3.97,101,25,8,62,15,3
2007,17,3,3,Nota_Padronizada_IDD,2.89,19,8,2,14,7,1,5.0,4.18,3.05,5.0,4.18,2.89,2.12,2.29,2.08,2.22,2.53,2.01,101,25,8,62,15,3
2007,17,3,4,Nota_Padronizada_Infraestrutura,2.27,55,16,7,20,6,2,5.0,4.72,4.5,5.0,3.7,2.67,2.53,2.96,3.25,1.87,2.25,2.38,101,25,8,62,15,3
2007,17,8,1,CPC_Continuo,,,,,,,,4.0,3.97,3.74,4.0,3.97,3.74,2.62,2.87,2.84,2.79,3.16,3.28,101,25,8,62,15,3
2007,17,8,2,Nota_Continua_Enade,,,,,,,,4.64,4.41,4.39,4.64,4.41,4.39,2.83,3.23,3.37,3.06,3.59,3.97,101,25,8,62,15,3
2007,17,8,3,Nota_Padronizada_IDD,,,,,,,,5.0,4.18,3.05,5.0,4.18,2.89,2.12,2.29,2.08,2.22,2.53,2.01,101,25,8,62,15,3
2007,17,8,4,Nota_Padronizada_Infraestrutura,,,,,,,,5.0,4.72,4.5,5.0,3.7,2.67,2.53,2.96,3.25,1.87,2.25,2.38,101,25,8,62,15,3
2007,19,4,1,CPC_Continuo,3.04,28,9,3,20,7,2,4.32,4.32,3.17,4.32,4.32,3.16,2.32,2.52,2.5,2.97,3.21,3.1,190,46,17,41,11,2
2007,19,4,2,Nota_Continua_Enade,3.64,18,6,1,16,6,1,4.86,4.65,3.64,4.86,4.65,3.64,1.94,2.06,2.02,3.06,3.24,3.35,190,46,17,41,11,2
2007,19,4,3,Nota_Padronizada_IDD,2.28,118,31,13,28,8,2,5.0,5.0,4.3,5.0,5.0,2.44,2.74,2.98,2.84,3.0,3.36,2.36,190,46,17,41,11,2
2007,19,4,4,Nota_Padronizada_Infraestrutura,1.18,172,43,17,26,9,2,5.0,5.0,5.0,4.32,4.32,2.03,3.17,3.51,3.87,1.68,2.14,1.6,190,46,17,41,11,2
2007,23,4,1,CPC_Continuo,3.51,22,7,2,22,7,2,4.75,4.25,3.83,4.75,4.25,3.83,2.31,2.48,2.62,3.0,3.03,3.45,332,72,25,74,19,4
2007,23,4,2,Nota_Continua_Enade,4.44,6,3,1,6,3,1,4.77,4.66,4.44,4.77,4.66,4.44,2.17,2.39,2.54,3.09,3.23,3.84,332,72,25,74,19,4
2007,23,4,3,Nota_Padronizada_IDD,2.86,100,31,11,40,11,3,5.0,5.0,3.74,5.0,5.0,3.61,2.48,2.7,2.71,3.03,3.11,2.92,332,72,25,74,19,4
2007,23,4,4,Nota_Padronizada_Infraestrutura,1.84,283,66,24,42,16,3,5.0,5.0,4.73,5.0,5.0,3.42,3.18,3.41,3.58,2.22,2.9,2.46,332,72,25,74,19,4
2007,23,9,1,CPC_Continuo,,,,,,,,4.75,4.25,3.83,4.75,4.25,3.83,2.31,2.48,2.62,3.0,3.03,3.45,332,72,25,74,19,4
2007,23,9,2,Nota_Continua_Enade,,,,,,,,4.77,4.66,4.44,4.77,4.66,4.44,2.17,2.39,2.54,3.09,3.23,3.84,332,72,25,74,19,4
2007,23,9,3,Nota_Padronizada_IDD,,,,,,,,5.0,5.0,3.74,5.0,5.0,3.61,2.48,2.7,2.71,3.03,3.11,2.92,332,72,25,74,19,4
2007,23,9,4,Nota_Padronizada_Infraestrutura,,,,,,,,5.0,5.0,4.73,5.0,5.0,3.42,3.18,3.41,3.58,2.22,2.9,2.46,332,72,25,74,19,4
2007,27,4,1,CPC_Continuo,4.09,4,2,1,4,2,1,4.33,4.17,4.09,4.33,4.17,4.09,2.84,3.24,3.08,2.84,3.24,3.08,56,12,5,56,12,5
2007,27,4,2,Nota_Continua_Enade,4.93,1,1,1,1,1,1,4.93,4.93,4.93,4.93,4.93,4.93,3.29,3.77,3.73,3.29,3.77,3.73,56,12,5,56,12,5
2007,27,4,4,Nota_Padronizada_Infraestrutura,0.0,56,12,5,56,12,5,5.0,5.0,4.64,5.0,5.0,4.64,3.4,3.9,3.09,3.4,3.9,3.09,56,12,5,56,12,5
2007,51,3,1,CPC_Continuo,2.68,23,6,1,23,6,1,4.42,4.2,2.68,4.42,4.2,2.68,2.64,3.04,2.68,2.64,3.04,2.68,48,8,1,48,8,1
2007,51,3,2,Nota_Continua_Enade,3.33,15,4,1,15,4,1,4.62,4.59,3.33,4.62,4.59,3.33,2.76,3.2,3.33,2.76,3.2,3.33,48,8,1,48,8,1
2007,51,3,3,Nota_Padronizada_IDD,1.88,18,4,1,18,4,1,5.0,3.5,1.88,5.0,3.5,1.88,2.03,2.24,1.88,2.03,2.24,1.88,48,8,1,48,8,1
2007,51,3,4,Nota_Padronizada_Infraestrutura,2.74,23,4,1,23,4,1,5.0,5.0,2.74,5.0,5.0,2.74,2.59,2.93,2.74,2.59,2.93,2.74,48,8,1,48,8,1
2007,51,9,1,CPC_Continuo,,,,,,,,4.42,4.2,2.68,4.42,4.2,2.68,2.64,3.04,2.68,2.64,3.04,2.68,48,8,1,48,8,1
2007,51,9,2,Nota_Continua_Enade,,,,,,,,4.62,4.59,3.33,4.62,4.59,3.33,2.76,3.2,3.33,2.76,3.2,3.33,48,8,1,48,8,1
2007,51,9,3,Nota_Padronizada_IDD,,,,,,,,5.0,3.5,1.88,5.0,3.5,1.88,2.03,2.24,1.88,2.03,2.24,1.88,48,8,1,48,8,1
2007,51,9,4,Nota_Padronizada_Infraestrutura,,,,,,,,5.0,5.0,2.74,5.0,5.0,2.74,2.59,2.93,2.74,2.59,2.93,2.74,48,8,1,48,8,1
2007,3501,7,1,CPC_Continuo,3.66,11,3,1,11,3,1,4.46,4.09,3.66,4.46,4.09,3.66,2.4,2.59,2.72,2.4,2.59,2.72,340,82,30,340,82,30
2007,3501,7,2,Nota_Continua_Enade,3.95,13,1,1,13,1,1,4.93,3.95,3.95,4.93,3.95,3.95,2.6,2.7,2.78,2.6,2.7,2.78,340,82,30,340,82,30
2007,3501,7,3,Nota_Padronizada_IDD,2.95,89,27,12,89,27,12,5.0,5.0,4.45,5.0,5.0,4.45,2.44,2.74,2.84,2.44,2.74,2.84,340,82,30,340,82,30
2007,3501,7,4,Nota_Padronizada_Infraestrutura,3.92,117,38,14,117,38,14,5.0,5.0,5.0,5.0,5.0,5.0,3.3,3.62,3.69,3.3,3.62,3.69,340,82,30,340,82,30
2008,14,2,1,CPC_Continuo,3.16,26,9,5,23,6,2,4.23,3.9,3.9,4.23,3.9,3.9,2.72,3.05,2.99,2.76,3.07,2.98,97,17,10,77,11,4
2008,14,2,2,Nota_Continua_Enade,3.51,16,4,2,15,4,2,4.68,4.41,4.41,4.68,4.41,4.41,2.73,2.98,2.99,2.76,3.04,3.15,97,17,10,77,11,4
2008,14,2,3,Nota_Padronizada_IDD,3.35,17,5,3,15,5,3,5.0,4.07,4.07,5.0,4.07,4.07,2.48,2.84,2.88,2.47,2.85,2.96,97,17,10,77,11,4
2008,14,2,4,Nota_Padronizada_Infraestrutura,2.0,79,17,10,59,11,4,5.0,5.0,5.0,4.38,4.07,3.01,3.05,3.52,3.71,2.79,3.02,2.6,97,17,10,77,11,4
2008,21,10,1,CPC_Continuo,3.32,15,6,2,13,6,2,4.36,4.34,4.34,4.36,4.34,4.34,2.45,2.72,2.81,2.87,3.06,3.32,154,41,19,37,11,3
2008,21,10,2,Nota_Continua_Enade,4.69,3,3,2,3,3,2,4.76,4.76,4.76,4.76,4.76,4.76,2.25,2.68,2.82,2.84,3.29,3.93,154,41,19,37,11,3
2008,21,10,3,Nota_Padronizada_IDD,3.87,15,6,5,5,2,2,5.0,4.84,4.84,5.0,4.84,4.84,2.54,3.02,3.31,2.49,3.06,3.82,154,41,19,37,11,3
2008,21,10,4,Nota_Padronizada_Infraestrutura,0.98,144,38,18,29,8,2,4.9,4.83,4.83,4.28,3.86,2.14,3.23,3.61,3.7,2.02,2.28,1.35,154,41,19,37,11,3
2008,702,2,1,CPC_Continuo,2.97,51,15,5,39,12,3,4.72,4.27,4.27,4.72,4.27,4.27,2.22,2.48,2.4,2.37,2.79,3.23,315,61,32,155,22,4
2008,702,2,2,Nota_Continua_Enade,3.19,44,12,5,35,9,3,5.0,4.64,4.64,5.0,4.57,4.43,2.35,2.52,2.43,2.57,2.87,3.35,315,61,32,155,22,4
2008,702,2,3,Nota_Padronizada_IDD,2.42,126,29,14,75,13,3,5.0,5.0,4.87,5.0,5.0,4.87,2.21,2.4,2.31,2.35,2.65,2.83,315,61,32,155,22,4
2008,702,2,4,Nota_Padronizada_Infraestrutura,2.47,238,57,30,85,20,4,5.0,5.0,5.0,5.0,5.0,3.92,3.28,3.97,3.93,2.48,3.56,3.25,315,61,32,155,22,4
2008,902,1,1,CPC_Continuo,3.1,59,14,11,35,7,4,4.71,3.84,3.84,4.71,3.84,3.84,2.32,2.52,2.77,2.51,2.75,3.35,484,73,36,168,21,4
2008,902,1,2,Nota_Continua_Enade,3.29,83,12,9,46,6,3,4.89,4.28,4.28,4.89,4.28,4.28,2.57,2.63,2.87,2.86,3.0,3.6,484,73,36,168,21,4
2008,902,1,3,Nota_Padronizada_IDD,2.64,187,28,18,90,13,4,5.0,4.45,4.45,4.86,4.08,4.08,2.38,2.41,2.73,2.63,2.67,3.19,484,73,36,168,21,4
2008,902,1,4,Nota_Padronizada_Infraestrutura,1.31,432,71,34,125,21,4,5.0,5.0,5.0,4.87,4.7,4.01,3.2,3.78,3.81,2.21,3.15,2.72,484,73,36,168,21,4
2008,1502,2,1,CPC_Continuo,3.52,20,4,2,20,4,2,4.32,3.75,3.61,4.32,3.75,3.61,2.58,2.83,2.72,2.79,2.98,2.92,155,29,17,88,14,4
2008,1502,2,2,Nota_Continua_Enade,3.76,14,1,1,14,1,1,4.79,3.76,3.76,4.79,3.76,3.76,2.53,2.67,2.57,2.8,2.88,2.95,155,29,17,88,14,4
2008,1502,2,3,Nota_Padronizada_IDD,3.84,19,4,1,16,3,1,5.0,4.07,3.84,5.0,3.98,3.84,2.51,2.79,2.66,2.71,2.87,2.71,155,29,17,88,14,4
2008,1502,2,4,Nota_Padronizada_Infraestrutura,2.3,109,25,16,43,10,3,5.0,4.88,4.88,4.29,4.15,3.25,3.05,3.55,3.89,2.25,2.64,2.42,155,29,17,88,14,4
2008,1602,2,1,CPC_Continuo,2.98,80,24,11,44,11,4,4.44,3.83,3.64,4.44,3.83,3.54,2.4,2.64,2.65,2.56,3.09,3.31,378,72,29,138,17,4
2008,1602,2,2,Nota_Continua_Enade,3.09,65,17,6,45,10,3,4.95,4.39,4.1,4.95,4.39,4.1,2.28,2.45,2.41,2.61,3.16,3.51,378,72,29,138,17,4
2008,1602,2,3,Nota_Padronizada_IDD,1.57,311,64,27,112,16,4,5.0,5.0,4.76,5.0,4.49,4.49,2.38,2.64,2.64,2.34,2.83,3.05,378,72,29,138,17,4
2008,1602,2,4,Nota_Padronizada_Infraestrutura,1.57,303,68,27,72,16,4,5.0,5.0,5.0,5.0,4.64,3.82,3.1,3.85,3.73,1.92,3.06,2.67,378,72,29,138,17,4
2008,2001,6,1,CPC_Continuo,3.37,46,12,6,35,7,3,4.6,4.0,3.89,4.6,4.0,3.89,2.31,2.56,2.89,2.5,2.89,3.5,763,130,39,190,29,4
2008,2001,6,2,Nota_Continua_Enade,3.87,41,8,3,25,7,2,5.0,4.83,4.83,4.98,4.53,4.53,2.57,2.81,3.13,2.8,3.2,3.84,763,130,39,190,29,4
2008,2001,6,3,Nota_Padronizada_IDD,3.56,107,29,11,38,9,2,5.0,5.0,4.83,5.0,5.0,4.08,2.54,2.8,3.11,2.59,2.99,3.57,763,130,39,190,29,4
2008,2001,6,4,Nota_Padronizada_Infraestrutura,3.29,418,101,37,29,12,2,5.0,5.0,5.0,4.89,4.89,3.36,3.26,3.8,4.1,2.09,2.91,3.03,763,130,39,190,29,4
2008,2402,5,1,CPC_Continuo,1.96,196,44,24,80,15,3,4.49,3.93,3.93,4.49,3.68,3.49,2.49,2.76,2.96,2.38,2.54,2.37,255,50,25,117,19,4
2008,2402,5,2,Nota_Continua_Enade,2.65,150,35,20,58,10,2,5.0,3.98,3.98,5.0,3.98,3.98,2.71,2.81,3.08,2.54,2.51,2.67,255,50,25,117,19,4
2008,2402,5,3,Nota_Padronizada_IDD,0.21,234,44,23,100,13,2,5.0,4.95,4.95,5.0,4.67,4.09,2.58,2.66,3.01,2.26,1.86,1.07,255,50,25,117,19,4
2008,2402,5,4,Nota_Padronizada_Infraestrutura,2.41,168,43,23,41,12,2,5.0,5.0,5.0,4.62,4.23,4.23,2.93,3.53,3.8,2.08,2.73,2.33,255,50,25,117,19,4
2008,3002,2,1,CPC_Continuo,3.63,7,3,1,4,2,1,4.11,4.11,3.63,4.11,4.11,3.63,2.45,2.78,3.02,2.48,2.96,3.4,188,38,13,104,18,4
2008,3002,2,2,Nota_Continua_Enade,3.8,14,4,3,8,3,2,5.0,4.59,4.59,4.38,4.38,3.9,2.65,2.86,3.15,2.64,3.05,3.56,188,38,13,104,18,4
2008,3002,2,3,Nota_Padronizada_IDD,3.82,26,8,4,17,7,3,5.0,4.83,4.83,5.0,4.83,4.83,2.61,2.89,3.22,2.52,2.99,3.86,188,38,13,104,18,4
2008,3002,2,4,Nota_Padronizada_Infraestrutura,1.67,140,35,11,61,16,3,5.0,5.0,4.82,5.0,4.68,3.2,2.7,3.2,3.2,1.99,2.6,2.17,188,38,13,104,18,4
2008,3202,5,1,CPC_Continuo,3.65,5,2,2,1,1,1,3.94,3.75,3.75,3.65,3.65,3.65,2.51,2.92,2.94,2.42,2.96,3.05,106,26,16,39,9,3
2008,3202,5,2,Nota_Continua_Enade,4.0,4,1,1,1,1,1,4.58,4.0,4.0,4.0,4.0,4.0,2.56,2.91,2.89,2.49,3.07,3.36,106,26,16,39,9,3
2008,3202,5,3,Nota_Padronizada_IDD,3.4,17,6,3,3,2,1,5.0,4.19,4.19,3.54,3.48,3.4,2.23,2.75,2.68,1.77,2.4,2.36,106,26,16,39,9,3
2008,3202,5,4,Nota_Padronizada_Infraestrutura,3.46,56,16,12,2,1,1,5.0,5.0,5.0,3.46,3.46,3.46,3.13,3.46,3.67,1.77,2.22,2.06,106,26,16,39,9,3
2008,4004,10,1,CPC_Continuo,3.73,22,5,4,20,4,3,4.71,4.71,4.71,4.71,4.71,4.71,2.36,2.54,2.78,2.84,2.92,3.92,580,120,46,111,26,4
2008,4004,10,2,Nota_Continua_Enade,4.1,31,7,5,22,5,3,5.0,4.9,4.9,5.0,4.84,4.84,2.54,2.68,2.91,3.04,2.97,4.14,580,120,46,111,26,4
2008,4004,10,3,Nota_Padronizada_IDD,3.64,55,15,8,34,9,3,5.0,5.0,5.0,5.0,5.0,5.0,2.49,2.66,2.91,2.9,2.95,4.09,580,120,46,111,26,4
2008,4004,10,4,Nota_Padronizada_Infraestrutura,3.19,397,103,39,48,20,4,5.0,5.0,5.0,5.0,4.85,4.74,3.5,3.93,3.91,2.62,3.67,3.82,580,120,46,111,26,4
2008,5401,5,1,CPC_Continuo,1.76,51,11,6,37,6,2,4.26,3.96,3.87,4.26,3.96,2.78,2.75,2.93,2.87,2.63,2.55,2.0,58,13,7,43,8,3
2008,5401,5,2,Nota_Continua_Enade,1.8,45,10,6,31,5,2,4.91,4.46,4.44,4.91,4.46,3.12,2.71,2.96,3.09,2.58,2.35,1.98,58,13,7,43,8,3
2008,5401,5,3,Nota_Padronizada_IDD,0.51,43,10,6,29,5,2,5.0,4.44,4.44,5.0,4.26,2.17,2.35,2.54,2.6,2.09,1.69,0.91,58,13,7,43,8,3
2008,5401,5,4,Nota_Padronizada_Infraestrutura,2.32,28,9,5,14,4,1,5.0,5.0,5.0,3.62,2.46,2.32,2.4,3.06,3.44,1.85,2.15,2.03,58,13,7,43,8,3
2008,5710,10,1,CPC_Continuo,3.18,30,9,4,27,7,2,4.58,4.07,3.89,4.56,4.07,3.89,2.46,2.85,3.03,2.88,2.97,3.15,159,32,11,68,17,4
2008,5710,10,2,Nota_Continua_Enade,3.18,34,10,3,29,9,2,5.0,5.0,4.33,5.0,5.0,4.33,2.28,2.77,3.02,2.82,2.99,3.37,159,32,11,68,17,4
2008,5710,10,3,Nota_Padronizada_IDD,3.43,29,11,6,21,8,3,5.0,5.0,5.0,5.0,4.2,4.1,2.43,3.05,3.61,2.72,3.03,3.53,159,32,11,68,17,4
2008,5710,10,4,Nota_Padronizada_Infraestrutura,2.49,123,27,10,41,13,3,5.0,4.94,4.62,5.0,4.94,3.65,3.29,3.64,3.64,2.74,3.31,2.89,159,32,11,68,17,4
2008,5806,10,1,CPC_Continuo,2.49,96,26,12,56,11,3,4.65,4.25,4.14,4.65,4.25,4.14,2.33,2.69,2.79,3.06,2.96,2.92,268,44,17,80,15,4
2008,5806,10,2,Nota_Continua_Enade,2.25,96,26,13,59,12,4,5.0,4.83,4.73,5.0,4.83,4.73,2.05,2.56,2.79,3.03,2.84,3.0,268,44,17,80,15,4
2008,5806,10,3,Nota_Padronizada_IDD,1.87,181,37,17,64,12,4,5.0,4.61,4.61,5.0,4.61,4.61,2.39,2.88,3.16,2.9,2.82,2.74,268,44,17,80,15,4
2008,5806,10,4,Nota_Padronizada_Infraestrutura,1.62,230,41,15,55,12,2,5.0,5.0,4.77,5.0,5.0,3.82,3.11,3.73,3.43,2.39,3.02,2.07,268,44,17,80,15,4
2008,5902,10,1,CPC_Continuo,2.01,66,22,12,35,9,3,4.52,4.38,3.14,4.52,4.38,3.11,2.49,2.78,2.68,2.78,3.07,2.69,88,23,12,41,9,3
2008,5902,10,2,Nota_Continua_Enade,2.31,49,18,9,31,9,3,5.0,4.77,3.38,5.0,4.77,3.38,2.49,2.81,2.57,2.84,3.36,2.81,88,23,12,41,9,3
2008,5902,10,3,Nota_Padronizada_IDD,1.36,73,23,12,34,9,3,5.0,4.86,4.86,5.0,4.63,4.63,2.46,3.05,2.96,2.53,3.26,2.92,88,23,12,41,9,3
2008,5902,10,4,Nota_Padronizada_Infraestrutura,0.46,86,23,12,39,9,3,4.91,4.48,4.39,4.55,4.18,3.0,2.97,3.12,3.07,2.28,2.29,1.94,88,23,12,41,9,3
2008,6008,10,1,CPC_Continuo,2.58,47,23,11,30,13,3,4.32,3.91,3.91,4.32,3.91,3.91,2.57,2.84,2.77,2.79,2.96,2.76,92,30,13,50,17,5
2008,6008,10,2,Nota_Continua_Enade,3.62,17,6,3,14,6,3,5.0,4.64,4.64,5.0,4.64,4.64,2.61,2.96,2.77,2.94,3.3,3.24,92,30,13,50,17,5
2008,6008,10,3,Nota_Padronizada_IDD,2.45,36,20,10,19,11,3,5.0,5.0,4.46,5.0,3.54,3.43,2.21,2.8,2.88,2.28,2.72,2.46,92,30,13,50,17,5
2008,6008,10,4,Nota_Padronizada_Infraestrutura,1.45,82,29,13,40,16,5,5.0,5.0,5.0,4.5,4.42,3.44,3.33,3.54,3.85,2.42,2.77,2.7,92,30,13,50,17,5
2008,6405,3,1,CPC_Continuo,3.32,16,5,1,16,5,1,4.61,3.97,3.32,4.61,3.97,3.32,2.81,2.79,2.72,3.06,3.42,3.14,50,16,6,37,8,2
2008,6405,3,2,Nota_Continua_Enade,3.66,15,3,1,15,3,1,5.0,5.0,3.66,5.0,5.0,3.66,2.69,2.73,2.65,2.99,3.47,3.18,50,16,6,37,8,2
2008,6405,3,3,Nota_Padronizada_IDD,4.0,10,3,1,10,3,1,5.0,4.95,4.0,5.0,4.95,4.0,2.88,3.04,3.0,3.12,3.74,3.9,50,16,6,37,8,2
2008,6405,3,4,Nota_Padronizada_Infraestrutura,1.33,39,15,5,26,7,1,5.0,5.0,5.0,5.0,5.0,1.33,2.61,3.46,3.34,2.11,2.85,1.24,50,16,6,37,8,2
2008,6405,8,1,CPC_Continuo,,,,,,,,4.61,3.97,3.32,4.61,3.97,3.32,2.81,2.79,2.72,3.06,3.42,3.14,50,16,6,37,8,2
2008,6405,8,2,Nota_Continua_Enade,,,,,,,,5.0,5.0,3.66,5.0,5.0,3.66,2.69,2.73,2.65,2.99,3.47,3.18,50,16,6,37,8,2
2008,6405,8,3,Nota_Padronizada_IDD,,,,,,,,5.0,4.95,4.0,5.0,4.95,4.0,2.88,3.04,3.0,3.12,3.74,3.9,50,16,6,37,8,2
2008,6405,8,4,Nota_Padronizada_Infraestrutura,3.33,,,,,,,5.0,5.0,5.0,5.0,5.0,1.33,2.61,3.46,3.34,2.11,2.85,1.24,50,16,6,37,8,2
2009,1,5,1,CPC_Continuo,4.22,14,6,2,11,5,2,4.74,4.45,4.45,4.62,4.45,4.45,2.17,2.34,2.56,2.75,2.89,3.81,1344,296,93,147,36,5
2009,1,5,2,Nota_Continua_Enade,4.43,43,11,5,30,9,4,5.0,5.0,4.78,5.0,5.0,4.78,2.25,2.48,2.72,3.18,3.31,4.55,1344,296,93,147,36,5
2009,1,5,3,Nota_Padronizada_IDD,3.96,73,22,9,16,5,3,5.0,5.0,5.0,5.0,5.0,4.56,2.42,2.67,2.98,2.79,2.93,3.88,1344,296,93,147,36,5
2009,1,5,4,Nota_Padronizada_Infraestrutura,2.44,1115,267,87,75,25,4,5.0,5.0,5.0,4.75,4.71,4.17,3.44,3.67,3.77,2.25,2.74,2.45,1344,296,93,147,36,5
2009,1,9,1,CPC_Continuo,,,,,,,,4.74,4.45,4.45,4.62,4.45,4.45,2.17,2.34,2.56,2.75,2.89,3.81,1344,296,93,147,36,5
2009,1,9,2,Nota_Continua_Enade,,,,,,,,5.0,5.0,4.78,5.0,5.0,4.78,2.25,2.48,2.72,3.18,3.31,4.55,1344,296,93,147,36,5
2009,1,9,3,Nota_Padronizada_IDD,,,,,,,,5.0,5.0,5.0,5.0,5.0,4.56,2.42,2.67,2.98,2.79,2.93,3.88,1344,296,93,147,36,5
2009,1,9,4,Nota_Padronizada_Infraestrutura,3.35,,,,,,,5.0,5.0,5.0,4.75,4.71,4.17,3.44,3.67,3.77,2.25,2.74,2.45,1344,296,93,147,36,5
2009,2,5,1,CPC_Continuo,3.74,13,2,2,6,2,2,4.05,4.05,4.05,4.05,4.05,4.05,2.27,2.41,2.5,2.72,3.06,3.68,742,164,58,93,16,4
2009,2,5,2,Nota_Continua_Enade,4.89,2,1,1,2,1,1,5.0,4.89,4.89,5.0,4.89,4.89,2.33,2.46,2.55,3.25,3.41,4.4,742,164,58,93,16,4
2009,2,5,3,Nota_Padronizada_IDD,3.97,37,12,4,7,4,2,5.0,5.0,5.0,5.0,4.78,4.78,2.42,2.67,2.74,2.49,3.02,3.71,742,164,58,93,16,4
2009,2,5,4,Nota_Padronizada_Infraestrutura,0.21,717,163,58,75,16,4,5.0,5.0,5.0,5.0,4.33,3.24,3.33,3.62,3.6,1.8,2.61,1.8,742,164,58,93,16,4
2009,13,5,1,CPC_Continuo,2.71,52,13,5,30,10,3,4.43,3.75,3.75,4.34,3.75,3.75,2.41,2.42,2.52,2.54,2.63,2.95,156,40,17,70,18,4
2009,13,5,2,Nota_Continua_Enade,2.93,46,12,6,25,8,3,4.93,3.93,3.93,4.93,3.93,3.93,2.5,2.5,2.62,2.61,2.7,3.17,156,40,17,70,18,4
2009,13,5,3,Nota_Padronizada_IDD,2.46,66,15,5,37,11,3,5.0,5.0,4.62,5.0,5.0,4.62,2.69,2.58,3.0,2.76,2.74,3.23,156,40,17,70,18,4
2009,13,5,4,Nota_Padronizada_Infraestrutura,2.23,107,31,14,32,12,3,5.0,5.0,5.0,5.0,4.81,3.52,3.14,3.35,3.52,2.33,2.79,2.79,156,40,17,70,18,4
2009,18,5,1,CPC_Continuo,3.59,16,6,3,12,4,2,4.13,3.78,3.78,4.13,3.78,3.78,2.49,2.65,2.83,2.83,3.08,3.68,266,66,26,47,9,2
2009,18,5,2,Nota_Continua_Enade,4.43,7,1,1,6,1,1,4.98,4.43,4.43,4.98,4.43,4.43,2.63,2.85,3.03,2.93,3.24,4.26,266,66,26,47,9,2
2009,18,5,3,Nota_Padronizada_IDD,3.12,76,29,13,17,4,1,5.0,5.0,5.0,5.0,4.94,3.12,2.58,2.98,3.11,2.47,3.07,2.78,266,66,26,47,9,2
2009,18,5,4,Nota_Padronizada_Infraestrutura,1.59,245,65,26,30,8,2,5.0,5.0,5.0,4.56,4.49,4.0,3.59,4.0,3.95,2.1,3.01,2.8,266,66,26,47,9,2
2009,22,5,1,CPC_Continuo,3.39,28,9,3,18,7,2,4.57,4.13,4.12,4.57,4.13,4.12,2.18,2.42,2.59,2.58,2.83,3.58,666,155,51,103,29,3
2009,22,5,2,Nota_Continua_Enade,4.66,7,2,1,4,2,1,5.0,4.86,4.66,4.88,4.86,4.66,2.37,2.71,2.87,2.89,3.28,4.55,666,155,51,103,29,3
2009,22,5,3,Nota_Padronizada_IDD,3.67,61,23,7,16,11,3,5.0,5.0,5.0,5.0,4.51,4.37,2.56,2.88,3.12,2.78,3.22,3.94,666,155,51,103,29,3
