AREA,UF,REGIAO,ANO,CPCCONTINUO,NOTACONCLUINTES,NOTAPADRONIZADAIDD,NOTAPADRONIZADAMESTRES,NOTAPADRONIZADADOUTORES,NOMEIES,SIGLAIES,PUB_PRIV,CATADMINISTRATIVA,ORGACADEMICA,MUNICIPIOCURSO,NOTAPADRONIZADADREGIME,NOTAPADRONIZADAPEDAG,CPC_FAIXA,NOTAPADRONIZADAINFRA,INGRESSANTESPARTICIPANTES,INGRESSANTESINSCRITOS,COD_AREA,COD_IES,AMPLIACAOFORMACAO_NA,CPC_FORMULA2013
HISTÓRIA (LICENCIATURA),GO,0,2011,2.60,2.54,3.44,0.00,0.00,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,PÚBLICA,UNIVERSIDADES,GOIANÉSIA,5.00,3.33,3.00,3.49,11,41,2402,520300608608,47,3.40,2.60
HISTÓRIA (LICENCIATURA),GO,0,2011,2.56,2.81,3.02,1.25,0.59,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,PÚBLICA,UNIVERSIDADES,MORRINHOS,5.00,2.19,3.00,2.93,13,39,2402,520501513806,47,2.49,2.55
HISTÓRIA (LICENCIATURA),GO,0,2011,2.49,2.36,2.77,1.02,0.62,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,PÚBLICA,UNIVERSIDADES,ITAPURANGA,5.00,2.76,3.00,3.96,29,41,2402,520300611206,47,3.24,2.47
HISTÓRIA (LICENCIATURA),GO,0,2011,2.35,2.51,3.17,0.53,0.00,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,PÚBLICA,UNIVERSIDADES,JUSSARA,5.00,1.43,3.00,2.85,21,40,2402,520100212204,47,2.00,2.32
HISTÓRIA (LICENCIATURA),GO,0,2011,2.33,2.54,3.13,0.59,0.24,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,PÚBLICA,UNIVERSIDADES,IPORÁ,5.00,1.40,3.00,2.19,13,31,2402,520300810208,47,1.72,2.31
HISTÓRIA (LICENCIATURA),GO,0,2011,2.30,2.88,3.16,0.08,0.00,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,PÚBLICA,UNIVERSIDADES,PORANGATU,5.00,1.00,3.00,2.10,16,30,2402,520200418003,47,1.44,2.28
HISTÓRIA (LICENCIATURA),GO,0,2011,2.16,2.33,3.08,0.31,0.00,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,PÚBLICA,UNIVERSIDADES,QUIRINÓPOLIS,5.00,0.59,3.00,2.29,9,38,2402,520501818508,47,1.27,2.13
HISTÓRIA (LICENCIATURA),GO,0,2011,2.14,2.19,2.55,0.00,0.00,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,PÚBLICA,UNIVERSIDADES,URUAÇU,5.00,2.50,3.00,3.26,12,40,2402,520200421601,47,2.80,2.13
HISTÓRIA (LICENCIATURA),GO,0,2011,2.08,1.93,1.76,2.97,0.75,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,PÚBLICA,UNIVERSIDADES,GOIÁS,5.00,2.00,3.00,2.91,28,38,2402,520100208905,47,2.37,2.07
HISTÓRIA (LICENCIATURA),GO,0,2011,2.01,1.86,2.14,1.25,0.59,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,PÚBLICA,UNIVERSIDADES,PIRES DO RIO,5.00,1.71,3.00,2.71,9,40,2402,520501617401,47,2.11,2.00
HISTÓRIA (LICENCIATURA),PR,1,2011,3.00,2.77,1.81,5.00,3.86,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,PÚBLICA,UNIVERSIDADES,LONDRINA,5.00,3.15,4.00,3.33,53,82,2402,410301113700,9,3.22,3.00
HISTÓRIA (LICENCIATURA),PR,1,2011,2.17,1.69,0.60,5.00,3.56,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,PÚBLICA,UNIVERSIDADES,MARINGÁ,5.00,1.21,3.00,3.32,42,73,2402,410300915200,57,2.05,2.14
HISTÓRIA (LICENCIATURA),MA,0,2011,2.45,3.12,3.58,1.14,0.33,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,PÚBLICA,UNIVERSIDADES,CAXIAS,2.33,2.33,3.00,1.13,31,32,2402,210401703000,568,1.85,2.46
HISTÓRIA (LICENCIATURA),MA,0,2011,2.30,2.00,1.17,4.11,3.08,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,PÚBLICA,UNIVERSIDADES,SÃO LUÍS,4.23,3.59,3.00,1.79,36,38,2402,210100211300,568,2.87,2.33
HISTÓRIA (LICENCIATURA),MA,0,2011,1.73,2.37,2.21,1.25,0.00,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,PÚBLICA,UNIVERSIDADES,IMPERATRIZ,3.53,1.43,2.00,0.28,50,51,2402,210200905302,568,0.97,1.75
HISTÓRIA (LICENCIATURA),MS,0,2011,2.37,2.31,2.60,4.59,0.71,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,PÚBLICA,UNIVERSIDADES,AMAMBAÍ,1.79,2.22,3.00,3.26,40,40,2402,500401000609,1028,2.64,2.35
HISTÓRIA (LICENCIATURA),PR,1,2011,2.77,2.70,2.72,4.17,1.43,UNIVERSIDADE ESTADUAL DO NORTE DO PARANÁ,UENP,PÚBLICA,UNIVERSIDADES,JACAREZINHO,5.00,2.42,3.00,2.61,34,67,2402,410401611803,15015,2.50,2.77
HISTÓRIA (LICENCIATURA),PB,0,2011,3.37,3.54,3.78,4.78,1.35,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,PÚBLICA,UNIVERSIDADES,CAMPINA GRANDE,5.00,3.08,4.00,2.31,68,90,2402,250301704009,550,2.77,3.38
HISTÓRIA (LICENCIATURA),PB,0,2011,3.23,3.10,3.74,3.50,1.67,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,PÚBLICA,UNIVERSIDADES,GUARABIRA,5.00,2.81,4.00,2.66,61,113,2402,250301606301,550,2.75,3.23
HISTÓRIA (LICENCIATURA),PR,1,2011,3.02,2.64,2.64,4.12,2.20,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,PÚBLICA,UNIVERSIDADES,PONTA GROSSA,5.00,3.05,4.00,4.32,36,183,2402,410502119905,730,3.56,3.00
HISTÓRIA (LICENCIATURA),RJ,0,2011,2.11,1.96,0.56,4.52,4.17,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,PÚBLICA,UNIVERSIDADES,RIO DE JANEIRO,4.65,1.06,3.00,1.71,57,65,2402,330601804557,547,1.32,2.10
HISTÓRIA (LICENCIATURA),RJ,0,2011,1.12,0.00,0.00,3.19,2.66,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,PÚBLICA,UNIVERSIDADES,SÃO GONÇALO,2.66,1.97,2.00,1.76,63,81,2402,330601804904,547,1.89,1.12
HISTÓRIA (LICENCIATURA),RN,0,2011,2.92,3.19,3.91,2.11,0.62,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,PÚBLICA,UNIVERSIDADES,AÇU,5.00,2.19,3.00,1.62,35,40,2402,240100400208,71,1.96,2.93
HISTÓRIA (LICENCIATURA),RN,0,2011,2.76,3.04,3.01,3.07,0.67,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,PÚBLICA,UNIVERSIDADES,MOSSORÓ,5.00,3.72,3.00,1.43,38,82,2402,240100108003,71,2.80,2.79
HISTÓRIA (LICENCIATURA),RR,0,2011,2.48,2.46,3.21,2.11,0.42,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,PÚBLICA,UNIVERSIDADES,SÃO JOÃO DA BALIZA,5.00,1.97,Unidade com cursos não reconhecidos até 30/09/2012,1.61,20,60,2402,140200400506,5077,1.83,2.49
HISTÓRIA (LICENCIATURA),BA,0,2011,1.66,0.66,0.00,4.42,3.10,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,PÚBLICA,UNIVERSIDADES,VITÓRIA DA CONQUISTA,5.00,2.82,2.00,1.97,30,39,2402,290602833307,688,2.48,1.67
HISTÓRIA (LICENCIATURA),BA,0,2011,3.14,3.40,3.35,3.84,1.58,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,PÚBLICA,UNIVERSIDADES,ILHÉUS,4.92,0.71,4.00,4.50,44,61,2402,290703113606,24,2.23,3.08
HISTÓRIA (LICENCIATURA),PI,0,2011,3.93,4.11,4.78,5.00,2.50,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,PÚBLICA,UNIVERSIDADES,PARNAÍBA,5.00,2.88,Unidade com cursos não reconhecidos até 30/09/2012,1.24,39,65,2402,220100207702,756,2.23,3.95
HISTÓRIA (LICENCIATURA),PI,0,2011,3.36,3.66,4.68,0.00,0.00,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,PÚBLICA,UNIVERSIDADES,SÃO RAIMUNDO NONATO,5.00,3.81,4.00,4.45,32,64,2402,220301110607,756,4.07,3.35
HISTÓRIA (LICENCIATURA),PI,0,2011,3.01,3.33,3.42,3.46,0.83,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,PÚBLICA,UNIVERSIDADES,TERESINA,5.00,3.25,4.00,1.88,70,93,2402,220200311001,756,2.70,3.03
HISTÓRIA (LICENCIATURA),PI,0,2011,2.69,3.67,4.30,0.00,0.00,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,PÚBLICA,UNIVERSIDADES,CAMPO MAIOR,0.00,3.91,Unidade com cursos não reconhecidos até 30/09/2012,2.13,30,35,2402,220200402208,756,3.20,2.72
HISTÓRIA (LICENCIATURA),PI,0,2011,2.26,2.20,2.73,0.00,0.00,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,PÚBLICA,UNIVERSIDADES,AMARANTE,5.00,5.00,Unidade com cursos não reconhecidos até 30/09/2012,1.52,35,39,2402,220200500509,756,3.61,2.31
HISTÓRIA (LICENCIATURA),AC,0,2011,2.72,2.73,2.91,4.17,1.29,UNIVERSIDADE FEDERAL DO ACRE,UFAC,PÚBLICA,UNIVERSIDADES,RIO BRANCO,5.00,2.80,3.00,0.78,51,84,2402,120200400401,549,2.00,2.75
HISTÓRIA (LICENCIATURA),AL,0,2011,1.23,0.00,0.00,4.01,2.93,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,PÚBLICA,UNIVERSIDADES,MACEIÓ,5.00,1.56,2.00,0.00,36,60,2402,270301104302,577,0.94,1.26
HISTÓRIA (LICENCIATURA),AM,0,2011,3.00,3.43,3.26,3.13,1.94,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,PÚBLICA,UNIVERSIDADES,MANAUS,5.00,1.97,4.00,1.63,104,114,2402,130300702603,4,1.83,3.00
HISTÓRIA (LICENCIATURA),BA,0,2011,2.23,2.45,1.26,3.34,2.80,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,PÚBLICA,UNIVERSIDADES,SALVADOR,5.00,1.54,3.00,1.79,63,97,2402,290502127408,578,1.64,2.22
HISTÓRIA (LICENCIATURA),CE,0,2011,3.42,3.80,2.77,4.77,4.00,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,PÚBLICA,UNIVERSIDADES,FORTALEZA,5.00,2.71,4.00,2.02,61,68,2402,230301604400,583,2.44,3.43
HISTÓRIA (LICENCIATURA),PB,0,2011,3.71,3.57,3.91,4.42,2.00,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,PÚBLICA,UNIVERSIDADES,CAJAZEIRAS,5.00,4.75,4.00,3.61,97,99,2402,250100203704,2564,4.29,3.73
HISTÓRIA (LICENCIATURA),PB,0,2011,3.61,3.70,3.41,4.76,3.44,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,PÚBLICA,UNIVERSIDADES,CAMPINA GRANDE,5.00,3.75,4.00,2.00,75,77,2402,250301704009,2564,3.05,3.64
HISTÓRIA (LICENCIATURA),ES,0,2011,2.41,2.44,1.02,4.82,3.79,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,PÚBLICA,UNIVERSIDADES,VITÓRIA,5.00,1.33,3.00,2.22,77,92,2402,320300905309,573,1.69,2.40
HISTÓRIA (LICENCIATURA),RJ,0,2011,1.76,0.00,0.00,5.00,5.00,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,PÚBLICA,UNIVERSIDADES,NITERÓI,5.00,1.22,2.00,2.23,99,111,2402,330601803302,572,1.62,1.74
HISTÓRIA (LICENCIATURA),GO,0,2011,2.83,2.62,2.78,3.84,1.33,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,PÚBLICA,UNIVERSIDADES,JATAÍ,5.00,3.42,Unidade com cursos não reconhecidos até 30/09/2012,2.80,17,30,2402,520501311909,584,3.17,2.84
HISTÓRIA (LICENCIATURA),GO,0,2011,2.43,1.56,0.83,4.64,3.13,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,PÚBLICA,UNIVERSIDADES,CATALÃO,5.00,4.09,3.00,4.37,12,28,2402,520501705109,584,4.20,2.43
HISTÓRIA (LICENCIATURA),GO,0,2011,2.42,3.77,3.41,0.00,0.00,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,PÚBLICA,UNIVERSIDADES,GOIÂNIA,0.00,2.94,3.00,3.36,45,59,2402,520301008707,584,3.11,2.41
HISTÓRIA (LICENCIATURA),MS,0,2011,3.47,3.19,3.00,4.41,3.48,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,PÚBLICA,UNIVERSIDADES,DOURADOS,4.93,3.37,4.00,4.13,26,36,2402,500401003702,4504,3.68,3.46
HISTÓRIA (LICENCIATURA),MG,0,2011,3.35,3.63,3.13,3.92,3.05,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,PÚBLICA,UNIVERSIDADES,JUIZ DE FORA,5.00,2.35,4.00,2.94,86,86,2402,311206536702,576,2.59,3.34
HISTÓRIA (LICENCIATURA),MA,0,2011,2.50,2.43,1.47,4.77,3.40,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,PÚBLICA,UNIVERSIDADES,SÃO LUÍS,5.00,2.06,3.00,1.39,38,52,2402,210100211300,548,1.79,2.51
HISTÓRIA (LICENCIATURA),MG,0,2011,3.64,4.17,2.96,5.00,4.87,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,PÚBLICA,UNIVERSIDADES,BELO HORIZONTE,5.00,0.92,4.00,2.95,89,91,2402,310703006200,575,1.73,3.61
HISTÓRIA (LICENCIATURA),MS,0,2011,3.35,3.12,3.06,4.52,3.33,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,PÚBLICA,UNIVERSIDADES,TRÊS LAGOAS,5.00,2.86,4.00,3.09,43,45,2402,500300708305,694,2.95,3.35
HISTÓRIA (LICENCIATURA),MS,0,2011,3.10,2.51,2.52,5.00,3.13,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,PÚBLICA,UNIVERSIDADES,NOVA ANDRADINA,5.00,2.73,4.00,3.87,52,52,2402,500300806200,694,3.19,3.08
HISTÓRIA (LICENCIATURA),MS,0,2011,2.96,3.26,2.79,4.14,2.96,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,PÚBLICA,UNIVERSIDADES,CAMPO GRANDE,5.00,1.92,4.00,0.74,62,62,2402,500200402704,694,1.45,2.98
HISTÓRIA (LICENCIATURA),MS,0,2011,2.78,2.33,1.82,5.00,3.33,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,PÚBLICA,UNIVERSIDADES,AQUIDAUANA,5.00,2.07,3.00,3.64,39,42,2402,500100201102,694,2.70,2.76
HISTÓRIA (LICENCIATURA),MS,0,2011,2.78,2.47,2.57,4.42,1.50,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,PÚBLICA,UNIVERSIDADES,COXIM,5.00,2.72,3.00,3.35,39,40,2402,500200303306,694,2.97,2.77
HISTÓRIA (LICENCIATURA),MS,0,2011,2.69,2.99,2.59,3.71,1.94,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,PÚBLICA,UNIVERSIDADES,CORUMBÁ,5.00,0.93,3.00,2.29,30,32,2402,500100103207,694,1.47,2.67
HISTÓRIA (LICENCIATURA),MT,0,2011,3.06,2.63,2.63,3.97,3.39,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,PÚBLICA,UNIVERSIDADES,CUIABÁ,5.00,2.74,4.00,3.02,0,2,2402,510401703403,1,2.86,3.06
HISTÓRIA (LICENCIATURA),MT,0,2011,2.56,2.42,1.97,3.14,2.14,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,PÚBLICA,UNIVERSIDADES,RONDONÓPOLIS,5.00,3.13,3.00,2.97,47,47,2402,510502107602,1,3.06,2.56
HISTÓRIA (LICENCIATURA),MG,0,2011,3.91,4.37,3.94,4.64,3.75,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,PÚBLICA,UNIVERSIDADES,MARIANA,5.00,1.90,4.00,3.02,85,85,2402,310703340001,6,2.35,3.89
HISTÓRIA (LICENCIATURA),PA,0,2011,3.39,3.45,2.51,4.81,4.33,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,PÚBLICA,UNIVERSIDADES,BELÉM,5.00,2.78,4.00,3.07,34,37,2402,150300701402,569,2.89,3.39
HISTÓRIA (LICENCIATURA),PB,0,2011,3.61,3.40,3.11,4.91,4.08,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,PÚBLICA,UNIVERSIDADES,JOÃO PESSOA,5.00,3.33,4.00,3.14,64,94,2402,250402207507,579,3.25,3.61
HISTÓRIA (LICENCIATURA),PE,0,2011,1.77,1.62,0.00,4.17,3.52,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PÚBLICA,UNIVERSIDADES,RECIFE,5.00,1.14,2.00,1.92,109,110,2402,260501711606,580,1.45,1.76
HISTÓRIA (LICENCIATURA),RS,1,2011,3.32,3.56,2.94,3.89,3.85,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,PÚBLICA,UNIVERSIDADES,PELOTAS,5.00,2.50,4.00,1.96,50,52,2402,430703314407,634,2.28,3.33
HISTÓRIA (LICENCIATURA),PI,0,2011,3.34,3.29,3.49,4.64,0.94,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,PÚBLICA,UNIVERSIDADES,PICOS,5.00,4.07,4.00,3.84,68,101,2402,220401308007,5,3.98,3.34
HISTÓRIA (LICENCIATURA),PI,0,2011,3.15,3.32,2.65,4.48,2.48,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,PÚBLICA,UNIVERSIDADES,TERESINA,5.00,3.17,4.00,3.20,67,68,2402,220200311001,5,3.18,3.15
HISTÓRIA (LICENCIATURA),PR,1,2011,1.95,1.63,0.00,4.47,4.55,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PÚBLICA,UNIVERSIDADES,CURITIBA,5.00,1.37,3.00,1.69,34,38,2402,411003706902,571,1.50,1.94
HISTÓRIA (LICENCIATURA),BA,0,2011,3.48,3.49,3.20,5.00,2.67,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,PÚBLICA,UNIVERSIDADES,CACHOEIRA,5.00,4.29,4.00,2.52,54,54,2402,290502004902,4503,3.58,3.51
HISTÓRIA (LICENCIATURA),RS,1,2011,2.86,3.02,1.59,4.51,4.05,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,PÚBLICA,UNIVERSIDADES,PORTO ALEGRE,5.00,2.62,3.00,2.50,68,84,2402,430502614902,581,2.57,2.87
HISTÓRIA (LICENCIATURA),RN,0,2011,3.85,4.20,3.86,4.15,3.18,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,PÚBLICA,UNIVERSIDADES,NATAL,5.00,3.00,4.00,3.61,59,86,2402,240401808102,570,3.24,3.84
HISTÓRIA (LICENCIATURA),RN,0,2011,3.74,3.78,4.14,3.70,2.50,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,PÚBLICA,UNIVERSIDADES,CAICÓ,5.00,3.65,4.00,3.13,36,43,2402,240201102006,570,3.44,3.75
HISTÓRIA (LICENCIATURA),PE,0,2011,1.57,0.93,0.00,4.55,3.33,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,PÚBLICA,UNIVERSIDADES,RECIFE,5.00,1.04,2.00,1.13,39,42,2402,260501711606,587,1.07,1.56
HISTÓRIA (LICENCIATURA),RR,0,2011,3.43,3.56,3.74,3.07,2.67,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,PÚBLICA,UNIVERSIDADES,BOA VISTA,5.00,2.08,4.00,3.26,34,61,2402,140100100100,789,2.55,3.41
HISTÓRIA (LICENCIATURA),RJ,0,2011,3.60,3.47,2.85,4.84,4.14,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,PÚBLICA,UNIVERSIDADES,SEROPÉDICA,5.00,3.07,4.00,4.27,39,43,2402,330601705554,574,3.55,3.58
HISTÓRIA (LICENCIATURA),RJ,0,2011,2.93,2.72,1.63,4.95,3.85,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,PÚBLICA,UNIVERSIDADES,NOVA IGUAÇU,5.00,3.79,3.00,2.84,78,84,2402,330601803500,574,3.41,2.95
HISTÓRIA (LICENCIATURA),SE,0,2011,3.18,3.01,2.78,4.59,3.39,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,PÚBLICA,UNIVERSIDADES,SÃO CRISTÓVÃO,5.00,2.75,4.00,2.22,73,100,2402,280301106701,3,2.54,3.18
HISTÓRIA (LICENCIATURA),SC,1,2011,2.05,1.23,0.00,4.83,3.86,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,PÚBLICA,UNIVERSIDADES,FLORIANÓPOLIS,5.00,3.30,3.00,3.23,32,46,2402,420501605407,585,3.27,2.05
HISTÓRIA (LICENCIATURA),MG,0,2011,3.56,3.61,2.90,5.00,3.81,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,PÚBLICA,UNIVERSIDADES,SÃO JOÃO DEL REI,5.00,2.64,4.00,4.03,34,40,2402,311105862500,107,3.20,3.54
HISTÓRIA (LICENCIATURA),RS,1,2011,2.06,1.70,0.31,4.50,3.48,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,PÚBLICA,UNIVERSIDADES,SANTA MARIA,5.00,1.89,3.00,3.12,37,51,2402,430301816907,582,2.38,2.04
HISTÓRIA (LICENCIATURA),TO,0,2011,3.17,2.55,2.75,4.72,3.10,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,PÚBLICA,UNIVERSIDADES,ARAGUAÍNA,5.00,3.11,4.00,3.62,25,40,2402,170100202109,3849,3.32,3.16
HISTÓRIA (LICENCIATURA),TO,0,2011,2.58,2.02,2.12,4.77,2.40,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,PÚBLICA,UNIVERSIDADES,PORTO NACIONAL,5.00,2.25,3.00,2.32,16,27,2402,170200618204,3849,2.28,2.58
HISTÓRIA (LICENCIATURA),MG,0,2011,3.15,2.71,2.45,5.00,3.50,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,PÚBLICA,UNIVERSIDADES,ITUIUTABA,5.00,4.09,4.00,2.22,20,27,2402,310501734202,17,3.34,3.18
HISTÓRIA (LICENCIATURA),MG,0,2011,2.63,1.65,0.67,5.00,5.00,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,PÚBLICA,UNIVERSIDADES,UBERLÂNDIA,5.00,4.23,3.00,3.28,79,119,2402,310501870206,17,3.85,2.64
HISTÓRIA (LICENCIATURA),MG,0,2011,2.07,1.94,0.43,4.49,2.93,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,PÚBLICA,UNIVERSIDADES,VIÇOSA,5.00,2.30,3.00,2.84,25,33,2402,311206271303,8,2.51,2.07
HISTÓRIA (LICENCIATURA),RJ,0,2011,3.20,3.26,3.35,5.00,1.50,CENTRO UNIVERSITÁRIO GERALDO DI BIASE,UGB,PRIVADA,CENTROS UNIVERSITÁRIOS,VOLTA REDONDA,4.50,2.34,Unidade com cursos não reconhecidos até 30/09/2012,3.54,17,36,2402,330501106305,1542,2.82,3.18
HISTÓRIA (LICENCIATURA),RJ,0,2011,3.31,3.43,3.17,4.79,2.36,UNIVERSIDADE GAMA FILHO,UGF,PRIVADA,UNIVERSIDADES,RIO DE JANEIRO,3.09,3.33,4.00,4.25,36,77,2402,330601804557,16,3.70,3.29
HISTÓRIA (LICENCIATURA),RS,1,2011,3.37,3.29,3.08,4.19,2.11,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,PRIVADA,UNIVERSIDADES,CANOAS,4.39,4.40,4.00,4.58,22,59,2402,430502604606,449,4.47,3.37
HISTÓRIA (LICENCIATURA),RS,1,2011,3.34,3.45,3.24,3.64,1.47,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,PRIVADA,UNIVERSIDADES,GRAVATAÍ,3.97,4.69,4.00,5.00,8,33,2402,430502609209,449,4.81,3.34
HISTÓRIA (LICENCIATURA),RS,1,2011,3.27,3.48,3.97,3.07,0.50,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,PRIVADA,UNIVERSIDADES,SÃO JERÔNIMO,3.33,3.45,4.00,4.88,11,26,2402,430502518408,449,4.02,3.24
HISTÓRIA (LICENCIATURA),RS,1,2011,2.79,2.61,2.37,3.23,0.83,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,PRIVADA,UNIVERSIDADES,TORRES,4.31,5.00,3.00,5.00,16,21,2402,430502721501,449,5.00,2.79
HISTÓRIA (LICENCIATURA),DF,0,2011,2.40,2.37,0.78,4.76,3.90,UNIVERSIDADE DE BRASÍLIA,UNB,PÚBLICA,UNIVERSIDADES,BRASÍLIA,5.00,2.54,3.00,1.93,44,98,2402,530100100108,2,2.29,2.41
HISTÓRIA (LICENCIATURA),SC,1,2011,3.96,4.84,5.00,4.55,0.38,UNIVERSIDADE DO CONTESTADO,UNC,PRIVADA,UNIVERSIDADES,MAFRA,4.62,2.50,4.00,4.13,8,30,2402,420200610100,441,3.15,3.94
HISTÓRIA (LICENCIATURA),BA,0,2011,3.00,3.18,3.30,5.00,0.42,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,PÚBLICA,UNIVERSIDADES,CONCEIÇÃO DO COITÉ,5.00,2.03,4.00,3.21,31,39,2402,290401608408,40,2.50,2.98
HISTÓRIA (LICENCIATURA),BA,0,2011,2.73,2.81,3.18,4.50,0.00,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,PÚBLICA,UNIVERSIDADES,ITABERABA,5.00,2.56,Unidade com cursos não reconhecidos até 30/09/2012,2.09,43,50,2402,290301114703,40,2.37,2.74
HISTÓRIA (LICENCIATURA),BA,0,2011,2.56,2.51,2.34,3.95,0.23,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,PÚBLICA,UNIVERSIDADES,EUNÁPOLIS,5.00,2.50,Unidade com cursos não reconhecidos até 30/09/2012,4.57,28,39,2402,290703210727,40,3.33,2.53
HISTÓRIA (LICENCIATURA),BA,0,2011,2.16,2.08,1.68,4.60,0.93,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,PÚBLICA,UNIVERSIDADES,ALAGOINHAS,5.00,2.70,Unidade com cursos não reconhecidos até 30/09/2012,1.23,26,41,2402,290401700702,40,2.11,2.18
