AREA,UF,REGIAO,ANO,CPCCONTINUO,NOTACONCLUINTES,NOTAPADRONIZADAIDD,NOTAPADRONIZADAMESTRES,NOTAPADRONIZADADOUTORES,NOMEIES,SIGLAIES,PUB_PRIV,CATADMINISTRATIVA,ORGACADEMICA,MUNICIPIOCURSO,NOTAPADRONIZADADREGIME,NOTAPADRONIZADAPEDAG,CPC_FAIXA,NOTAPADRONIZADAINFRA,INGRESSANTESPARTICIPANTES,INGRESSANTESINSCRITOS,COD_AREA,COD_IES,AMPLIACAOFORMACAO_NA,CPC_FORMULA2013
ADMINISTRAÇÃO,RO,0,2012,2.53,2.84,2.55,3.50,2.10,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Pública,Universidade,GUAJARA-MIRIM,5.00,1.58,3.00,0.00,49,50,1,1100106,699,0.95,2.55
ADMINISTRAÇÃO,RO,0,2012,2.13,2.71,2.32,3.64,0.00,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Pública,Universidade,CACOAL,5.00,1.73,3.00,0.00,94,94,1,1100049,699,1.04,2.16
ADMINISTRAÇÃO,TO,0,2012,2.78,2.29,3.22,2.76,0.24,CENTRO UNIVERSITÁRIO UNIRG,UNIRG,Pública,Centro Universitário,GURUPI,5.00,3.64,3.00,4.02,50,103,1,1709500,750,3.79,2.77
ADMINISTRAÇÃO,RS,1,2012,2.81,2.54,2.03,4.83,2.41,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,Privada,Centro Universitário,PORTO ALEGRE,2.41,4.33,3.00,4.80,98,262,1,4314902,448,4.52,2.80
ADMINISTRAÇÃO,RO,0,2012,2.38,1.68,1.72,3.42,2.03,FACULDADE INTERAMERICANA DE PORTO VELHO,UNIRON,Privada,Faculdade,PORTO VELHO,3.68,3.75,3.00,4.35,108,201,1,1100205,1728,3.99,2.37
ADMINISTRAÇÃO,MT,0,2012,2.70,2.37,2.43,4.44,0.78,CENTRO UNIVERSITÁRIO CÂNDIDO RONDON,UNIRONDON,Privada,Centro Universitário,CUIABA,3.89,3.75,3.00,4.70,136,220,1,5103403,1233,4.13,2.68
ADMINISTRAÇÃO,SP,0,2012,3.04,2.96,3.17,3.78,1.56,CENTRO UNIVERSITÁRIO DE RIO PRETO,UNIRP,Privada,Centro Universitário,SAO JOSE DO RIO PRETO,2.67,3.51,4.00,4.70,105,256,1,3549805,146,3.98,3.02
ADMINISTRAÇÃO,MG,0,2012,2.77,2.94,2.79,3.78,0.57,CENTRO UNIVERSITÁRIO DO SUL DE MINAS,UNIS-MG,Privada,Centro Universitário,VARGINHA,3.27,3.71,3.00,4.23,74,122,1,3170701,3368,3.92,2.77
ADMINISTRAÇÃO,SP,0,2012,1.95,1.61,1.88,2.03,0.95,UNIVERSIDADE DE SANTO AMARO,UNISA,Privada,Universidade,SAO PAULO,4.53,2.05,3.00,2.49,197,714,1,3550308,375,2.23,1.95
ADMINISTRAÇÃO,SP,0,2012,2.62,2.41,2.01,4.20,2.24,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Privada,Centro Universitário,CAMPINAS,5.00,2.62,3.00,2.86,74,163,1,3509502,1032,2.71,2.62
ADMINISTRAÇÃO,SP,0,2012,2.48,1.87,1.73,3.33,2.92,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Privada,Centro Universitário,LORENA,2.92,3.23,3.00,4.71,78,152,1,3527207,1032,3.83,2.46
ADMINISTRAÇÃO,SP,0,2012,1.93,1.47,1.25,3.91,0.91,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Privada,Centro Universitário,AMERICANA,3.04,2.78,2.00,4.38,115,217,1,3501608,1032,3.42,1.90
ADMINISTRAÇÃO,SP,0,2012,1.60,0.75,0.74,4.29,1.67,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Privada,Centro Universitário,SAO PAULO,0.71,2.80,2.00,4.78,11,35,1,3550308,1032,3.59,1.57
ADMINISTRAÇÃO,SP,0,2012,2.96,2.37,2.86,4.21,0.74,CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM,UNISALESIANO,Privada,Centro Universitário,LINS,4.47,4.81,4.00,4.86,49,91,1,3527108,4522,4.83,2.96
ADMINISTRAÇÃO,SP,0,2012,2.73,1.65,1.77,4.44,2.85,CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM,UNISALESIANO,Privada,Centro Universitário,ARACATUBA,3.70,4.91,3.00,5.00,39,73,1,3502804,4522,4.95,2.73
ADMINISTRAÇÃO,SP,0,2012,2.05,1.68,2.11,2.55,0.61,CENTRO UNIVERSITÁRIO SANT´ANNA,UNISANT'ANNA,Privada,Centro Universitário,SAO PAULO,2.99,2.84,3.00,3.37,64,232,1,3550308,456,3.05,2.04
ADMINISTRAÇÃO,SP,0,2012,3.08,3.11,2.98,4.00,1.05,UNIVERSIDADE SANTA CECÍLIA,UNISANTA,Privada,Universidade,SANTOS,4.00,4.31,4.00,4.49,100,236,1,3548500,952,4.38,3.08
ADMINISTRAÇÃO,SP,0,2012,2.50,2.61,2.34,3.89,0.26,UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Privada,Universidade,SANTOS,4.26,2.97,3.00,3.82,40,106,1,3548500,227,3.31,2.49
ADMINISTRAÇÃO,RS,1,2012,3.35,3.54,3.91,4.80,0.84,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Privada,Universidade,CAPAO DA CANOA,2.20,3.87,4.00,4.48,15,39,1,4304630,295,4.11,3.34
ADMINISTRAÇÃO,RS,1,2012,3.30,3.35,3.13,4.45,2.04,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Privada,Universidade,SANTA CRUZ DO SUL,3.18,3.99,4.00,4.78,128,250,1,4316808,295,4.31,3.29
ADMINISTRAÇÃO,RS,1,2012,2.47,2.51,2.05,4.86,0.80,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Privada,Universidade,VENANCIO AIRES,2.29,3.65,3.00,4.27,33,76,1,4322608,295,3.90,2.46
ADMINISTRAÇÃO,RS,1,2012,2.09,1.65,1.65,4.67,0.93,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Privada,Universidade,SOBRADINHO,2.67,3.33,3.00,3.19,1,3,1,4320701,295,3.28,2.09
ADMINISTRAÇÃO,SP,0,2012,2.32,1.66,1.59,4.78,1.85,CENTRO UNIVERSITÁRIO UNISEB,UNISEB,Privada,Centro Universitário,RIBEIRAO PRETO,3.90,2.85,3.00,3.84,617,2844,1,3543402,1270,3.25,2.31
ADMINISTRAÇÃO,RS,1,2012,3.09,2.75,2.27,4.92,2.68,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Privada,Universidade,SAO LEOPOLDO,4.69,3.67,4.00,4.64,349,948,1,4318705,14,4.06,3.07
ADMINISTRAÇÃO,SP,0,2012,2.34,2.25,2.01,3.81,1.58,UNIVERSIDADE DE SOROCABA,UNISO,Privada,Universidade,SOROCABA,2.19,2.40,3.00,4.30,121,217,1,3552205,150,3.16,2.31
ADMINISTRAÇÃO,RJ,0,2012,2.05,1.39,1.51,4.07,1.64,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Privada,Centro Universitário,RIO DE JANEIRO,2.47,2.62,3.00,4.15,280,939,1,3304557,277,3.24,2.03
ADMINISTRAÇÃO,SC,1,2012,3.22,3.58,3.58,3.65,1.07,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Privada,Universidade,TUBARAO,2.84,3.91,4.00,4.13,102,627,1,4218707,494,4.00,3.22
ADMINISTRAÇÃO,SC,1,2012,2.84,3.14,3.28,2.71,1.17,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Privada,Universidade,ARARANGUA,2.08,2.95,3.00,4.17,16,32,1,4201406,494,3.44,2.83
ADMINISTRAÇÃO,SC,1,2012,2.80,2.69,2.56,3.70,1.81,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Privada,Universidade,FLORIANOPOLIS,2.41,3.81,3.00,4.72,8,21,1,4205407,494,4.18,2.79
ADMINISTRAÇÃO,SC,1,2012,2.77,2.92,2.65,3.65,1.51,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Privada,Universidade,PALHOCA,2.43,3.94,3.00,3.73,12,38,1,4211900,494,3.85,2.77
ADMINISTRAÇÃO,SC,1,2012,2.25,1.77,1.66,2.31,1.62,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Privada,Universidade,BRACO DO NORTE,3.85,3.33,3.00,4.77,7,16,1,4202800,494,3.91,2.23
ADMINISTRAÇÃO,SP,0,2012,2.52,1.85,2.84,2.70,1.51,FACULDADE UNIDA DE SUZANO,UNISUZ,Privada,Faculdade,SUZANO,2.43,3.81,3.00,3.44,27,75,1,3552502,1313,3.66,2.53
ADMINISTRAÇÃO,SE,0,2012,2.90,2.64,3.49,3.62,1.21,UNIVERSIDADE TIRADENTES,UNIT,Privada,Universidade,ESTANCIA,3.28,2.50,3.00,3.50,38,64,1,2802106,398,2.90,2.88
ADMINISTRAÇÃO,SE,0,2012,2.78,2.20,2.54,3.88,1.75,UNIVERSIDADE TIRADENTES,UNIT,Privada,Universidade,ARACAJU,4.00,3.39,3.00,4.64,175,428,1,2800308,398,3.89,2.76
ADMINISTRAÇÃO,SE,0,2012,2.43,1.59,2.14,3.33,2.00,UNIVERSIDADE TIRADENTES,UNIT,Privada,Universidade,PROPRIA,3.10,3.80,3.00,3.92,48,78,1,2805703,398,3.85,2.43
ADMINISTRAÇÃO,SP,0,2012,1.89,1.43,1.03,4.17,1.87,UNIVERSIDADE DE TAUBATÉ,UNITAU,Pública,Universidade,TAUBATE,4.58,1.22,2.00,2.87,82,228,1,3554102,665,1.88,1.87
ADMINISTRAÇÃO,SP,0,2012,2.76,2.34,2.76,3.67,1.87,CENTRO UNIVERSITÁRIO TOLEDO,UNITOLEDO,Privada,Centro Universitário,ARACATUBA,3.50,3.04,3.00,3.70,63,124,1,3502804,1418,3.31,2.75
ADMINISTRAÇÃO,MG,0,2012,2.68,2.17,2.75,3.89,1.56,CENTRO UNIVERSITÁRIO DO TRIÂNGULO,UNITRI,Privada,Centro Universitário,UBERLANDIA,4.07,2.09,3.00,3.92,46,100,1,3170206,142,2.82,2.65
ADMINISTRAÇÃO,MG,0,2012,2.04,2.25,2.52,2.50,0.27,UNIVERSIDADE DE UBERABA,UNIUBE,Privada,Universidade,UBERLANDIA,2.12,1.90,3.00,2.34,24,54,1,3170206,143,2.07,2.03
ADMINISTRAÇÃO,MG,0,2012,1.78,1.79,1.89,1.71,0.10,UNIVERSIDADE DE UBERABA,UNIUBE,Privada,Universidade,UBERABA,3.83,1.79,2.00,2.56,295,1056,1,3170107,143,2.10,1.76
ADMINISTRAÇÃO,PR,1,2012,3.16,2.90,3.26,2.35,1.24,CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA,UNIUV,Pública,Centro Universitário,UNIAO DA VITORIA,5.00,4.47,4.00,4.86,37,82,1,4128203,649,4.63,3.15
ADMINISTRAÇÃO,PR,1,2012,2.29,2.24,2.21,2.22,0.52,CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA,UNIUV,Pública,Centro Universitário,SAO MATEUS DO SUL,5.00,2.86,3.00,3.07,6,25,1,4125605,649,2.94,2.28
ADMINISTRAÇÃO,MT,0,2012,2.54,1.84,1.83,4.41,2.26,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,UNIVAG,Privada,Centro Universitário,VARZEA GRANDE,3.68,3.08,3.00,4.75,76,142,1,5108402,794,3.75,2.52
ADMINISTRAÇÃO,MG,0,2012,2.19,2.21,3.03,1.45,0.23,UNIVERSIDADE VALE DO RIO DOCE,UNIVALE,Privada,Universidade,GOVERNADOR VALADARES,1.45,1.77,3.00,4.08,11,30,1,3127701,513,2.69,2.16
ADMINISTRAÇÃO,SC,1,2012,3.07,2.50,2.85,3.97,2.17,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Privada,Universidade,BIGUACU,5.00,3.65,4.00,3.97,24,49,1,4202305,83,3.78,3.06
ADMINISTRAÇÃO,SC,1,2012,2.90,2.79,2.85,3.64,0.80,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Privada,Universidade,ITAJAI,5.00,3.58,3.00,4.15,154,413,1,4208203,83,3.81,2.90
ADMINISTRAÇÃO,SC,1,2012,2.72,2.55,2.92,3.50,0.35,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Privada,Universidade,TIJUCAS,5.00,3.06,3.00,3.60,33,92,1,4218004,83,3.28,2.71
ADMINISTRAÇÃO,SC,1,2012,2.72,2.47,2.59,4.22,0.55,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Privada,Universidade,BALNEARIO CAMBORIU,5.00,3.08,3.00,4.18,73,187,1,4202008,83,3.52,2.70
ADMINISTRAÇÃO,SC,1,2012,1.59,1.09,0.00,3.70,0.91,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Privada,Universidade,SAO JOSE,5.00,3.57,2.00,4.17,23,41,1,4216602,83,3.81,1.58
ADMINISTRAÇÃO,SP,0,2012,2.25,2.00,1.68,3.91,2.43,UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,Privada,Universidade,SAO JOSE DOS CAMPOS,2.61,2.22,3.00,3.21,19,30,1,3549904,275,2.62,2.23
ADMINISTRAÇÃO,MT,0,2012,2.48,2.69,3.68,0.83,0.00,FACULDADES UNIDAS DO VALE DO ARAGUAIA,UNIVAR,Privada,Faculdade,BARRA DO GARCAS,0.63,2.69,3.00,4.58,34,48,1,5101803,5670,3.45,2.45
ADMINISTRAÇÃO,PE,0,2012,2.74,4.04,2.50,3.25,1.05,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Pública,Universidade,PETROLINA,5.00,1.77,3.00,1.93,116,132,1,2611101,3984,1.84,2.74
ADMINISTRAÇÃO,RS,1,2012,3.42,3.34,3.71,4.37,1.29,CENTRO UNIVERSITÁRIO UNIVATES,UNIVATES,Privada,Centro Universitário,LAJEADO,3.10,4.44,4.00,4.86,94,193,1,4311403,1041,4.61,3.41
ADMINISTRAÇÃO,SP,0,2012,2.67,3.07,3.17,2.10,0.68,CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,UNIVEM,Privada,Centro Universitário,MARILIA,2.26,2.88,3.00,3.95,40,67,1,3529005,3529,3.31,2.65
ADMINISTRAÇÃO,RJ,0,2012,1.49,1.50,1.00,3.50,0.93,CENTRO UNIVERSITÁRIO DA CIDADE,UNIVERCIDADE,Privada,Centro Universitário,RIO DE JANEIRO,1.69,1.57,2.00,2.53,29,38,1,3304557,198,1.96,1.47
ADMINISTRAÇÃO,MG,0,2012,3.10,2.54,2.73,3.95,2.58,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,Privada,Universidade,JUIZ DE FORA,3.16,4.56,4.00,5.00,23,52,1,3136702,663,4.74,3.09
ADMINISTRAÇÃO,PE,0,2012,2.88,1.90,2.34,5.00,3.29,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,Privada,Universidade,RECIFE,2.06,4.18,3.00,4.59,37,81,1,2611606,663,4.34,2.87
ADMINISTRAÇÃO,GO,0,2012,2.77,2.15,2.82,4.22,1.97,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,Privada,Universidade,GOIANIA,1.72,4.06,3.00,4.07,53,156,1,5208707,663,4.07,2.77
ADMINISTRAÇÃO,RJ,0,2012,2.57,1.54,2.11,4.02,2.05,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,Privada,Universidade,NITEROI,4.02,4.09,3.00,4.14,30,131,1,3303302,663,4.11,2.57
ADMINISTRAÇÃO,MG,0,2012,2.54,1.92,2.17,3.70,1.30,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,Privada,Universidade,BELO HORIZONTE,2.41,4.91,3.00,5.00,41,89,1,3106200,663,4.95,2.54
ADMINISTRAÇÃO,RJ,0,2012,2.33,1.25,1.95,4.06,2.19,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,Privada,Universidade,CAMPOS DO GOYTACAZES,2.50,3.46,3.00,4.17,8,35,1,3301009,663,3.74,2.32
ADMINISTRAÇÃO,RJ,0,2012,2.27,1.70,1.70,3.45,1.33,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,Privada,Universidade,SAO GONCALO,4.48,3.31,3.00,3.97,92,382,1,3304904,663,3.57,2.26
ADMINISTRAÇÃO,SC,1,2012,2.90,3.04,3.04,2.95,0.64,UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,Privada,Universidade,SAO BENTO DO SUL,3.64,3.68,3.00,4.84,34,96,1,4215802,81,4.14,2.88
ADMINISTRAÇÃO,SC,1,2012,2.40,2.08,2.31,3.89,0.68,UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,Privada,Universidade,JOINVILLE,4.31,1.82,3.00,4.27,86,204,1,4209102,81,2.80,2.36
ADMINISTRAÇÃO,SC,1,2012,2.76,2.47,2.79,3.06,0.68,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Pública,Universidade,CHAPECO,4.44,3.88,3.00,4.50,83,146,1,4204202,3151,4.13,2.76
ADMINISTRAÇÃO,SC,1,2012,2.63,2.11,2.37,3.20,0.28,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Pública,Universidade,SAO LOURENCO DO OESTE,4.60,5.00,3.00,5.00,26,38,1,4216909,3151,5.00,2.63
ADMINISTRAÇÃO,SC,1,2012,3.11,3.05,3.63,2.60,1.12,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Pública,Universidade,MARAVILHA,2.60,4.17,4.00,4.85,23,52,1,4210506,82,4.44,3.10
ADMINISTRAÇÃO,SC,1,2012,3.01,3.35,3.67,2.86,0.50,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Pública,Universidade,CAMPOS NOVOS,1.79,3.41,4.00,5.00,34,73,1,4203600,82,4.05,2.98
ADMINISTRAÇÃO,SC,1,2012,2.97,2.79,3.16,3.13,0.88,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Pública,Universidade,CHAPECO,3.33,4.41,4.00,4.84,55,110,1,4204202,82,4.58,2.97
ADMINISTRAÇÃO,SC,1,2012,2.91,2.95,2.92,2.86,1.25,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Pública,Universidade,SAO MIGUEL D´OESTE,3.21,4.24,3.00,4.50,61,115,1,4217204,82,4.35,2.91
ADMINISTRAÇÃO,SC,1,2012,2.87,3.08,3.33,2.20,0.28,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Pública,Universidade,XANXERE,2.20,4.78,3.00,4.76,54,87,1,4219507,82,4.77,2.87
ADMINISTRAÇÃO,SC,1,2012,2.73,2.69,2.74,2.89,0.98,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Pública,Universidade,JOACABA,2.72,4.27,3.00,4.60,58,115,1,4209003,82,4.40,2.72
ADMINISTRAÇÃO,SC,1,2012,2.59,2.74,2.94,2.81,0.00,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Pública,Universidade,CAPINZAL,0.94,4.72,3.00,5.00,21,42,1,4203907,82,4.83,2.58
ADMINISTRAÇÃO,SC,1,2012,2.57,2.24,2.18,3.03,0.85,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Pública,Universidade,VIDEIRA,3.64,4.88,3.00,4.93,42,72,1,4219309,82,4.90,2.57
ADMINISTRAÇÃO,SP,0,2012,2.70,2.09,2.02,3.86,2.70,UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada,Universidade,PRESIDENTE PRUDENTE,4.56,2.54,3.00,4.56,158,305,1,3541406,271,3.35,2.67
ADMINISTRAÇÃO,PR,1,2012,3.02,2.62,3.15,3.65,1.78,UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,Privada,Universidade,ARAPONGAS,4.44,3.32,4.00,3.59,72,176,1,4101507,298,3.43,3.01
ADMINISTRAÇÃO,PR,1,2012,2.92,1.95,3.02,3.86,1.91,UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,Privada,Universidade,BANDEIRANTES,3.86,3.75,3.00,4.34,17,25,1,4102406,298,3.99,2.91
ADMINISTRAÇÃO,PR,1,2012,2.45,1.83,1.79,3.82,1.96,UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,Privada,Universidade,LONDRINA,4.17,3.19,3.00,4.32,6481,22453,1,4113700,298,3.64,2.43
ADMINISTRAÇÃO,SP,0,2012,2.26,2.03,2.02,2.38,0.00,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,UNORP,Privada,Centro Universitário,SAO JOSE DO RIO PRETO,4.05,4.15,3.00,4.74,34,94,1,3549805,1129,4.39,2.25
ADMINISTRAÇÃO,RN,0,2012,2.28,1.78,2.33,2.63,1.07,UNIVERSIDADE POTIGUAR,UNP,Privada,Universidade,MOSSORO,2.80,2.85,3.00,4.29,97,134,1,2408003,718,3.43,2.25
ADMINISTRAÇÃO,RN,0,2012,1.91,1.81,1.69,3.11,0.83,UNIVERSIDADE POTIGUAR,UNP,Privada,Universidade,NATAL,2.56,1.99,2.00,3.48,407,892,1,2408102,718,2.59,1.89
ADMINISTRAÇÃO,PR,1,2012,2.76,2.43,1.92,4.29,2.37,UNIVERSIDADE POSITIVO,UP,Privada,Universidade,CURITIBA,3.66,3.82,3.00,4.81,98,154,1,4106902,1042,4.22,2.74
ADMINISTRAÇÃO,PE,0,2012,2.49,3.45,2.06,3.85,2.15,UNIVERSIDADE DE PERNAMBUCO,UPE,Pública,Universidade,RECIFE,5.00,0.79,3.00,0.47,189,201,1,2611606,409,0.66,2.50
ADMINISTRAÇÃO,PE,0,2012,2.19,2.50,2.16,2.71,0.44,UNIVERSIDADE DE PERNAMBUCO,UPE,Pública,Universidade,GARANHUNS,5.00,2.37,3.00,1.45,122,137,1,2606002,409,2.00,2.20
ADMINISTRAÇÃO,RS,1,2012,2.81,2.63,2.97,3.60,0.84,UNIVERSIDADE DE PASSO FUNDO,UPF,Privada,Universidade,SARANDI,3.00,3.70,3.00,4.62,30,37,1,4320107,20,4.07,2.79
ADMINISTRAÇÃO,RS,1,2012,2.67,2.64,2.77,3.39,1.38,UNIVERSIDADE DE PASSO FUNDO,UPF,Privada,Universidade,CARAZINHO,3.13,2.74,3.00,3.65,50,69,1,4304705,20,3.10,2.66
ADMINISTRAÇÃO,RS,1,2012,2.57,2.49,2.68,3.88,0.53,UNIVERSIDADE DE PASSO FUNDO,UPF,Privada,Universidade,LAGOA VERMELHA,2.88,2.74,3.00,4.65,14,21,1,4311304,20,3.51,2.55
ADMINISTRAÇÃO,RS,1,2012,2.45,2.14,2.23,3.54,1.09,UNIVERSIDADE DE PASSO FUNDO,UPF,Privada,Universidade,PASSO FUNDO,3.07,3.20,3.00,4.59,111,172,1,4314100,20,3.75,2.43
ADMINISTRAÇÃO,RS,1,2012,2.41,2.28,2.44,3.53,0.97,UNIVERSIDADE DE PASSO FUNDO,UPF,Privada,Universidade,SOLEDADE,2.93,3.10,3.00,3.17,45,59,1,4320800,20,3.12,2.41
ADMINISTRAÇÃO,RS,1,2012,2.27,1.94,1.82,3.97,0.97,UNIVERSIDADE DE PASSO FUNDO,UPF,Privada,Universidade,CASCA,3.10,3.72,3.00,3.86,49,66,1,4304903,20,3.78,2.27
ADMINISTRAÇÃO,DF,0,2012,2.38,2.04,2.47,2.16,0.48,FACULDADES INTEGRADAS DA UPIS,UPIS,Privada,Faculdade,BRASILIA,3.18,4.10,3.00,4.32,65,216,1,5300108,404,4.19,2.37
ADMINISTRAÇÃO,RS,1,2012,3.39,4.10,4.28,2.59,1.30,UNIVERSIDADE DA REGIÃO DA CAMPANHA,URCAMP,Privada,Universidade,SAO GABRIEL,2.22,3.00,4.00,3.84,18,28,1,4318309,296,3.34,3.37
ADMINISTRAÇÃO,RS,1,2012,2.78,3.64,3.75,1.30,0.30,UNIVERSIDADE DA REGIÃO DA CAMPANHA,URCAMP,Privada,Universidade,SANTANA DO LIVRAMENTO,2.61,1.54,3.00,3.75,52,66,1,4317103,296,2.42,2.74
ADMINISTRAÇÃO,RS,1,2012,2.46,2.64,2.39,2.22,1.30,UNIVERSIDADE DA REGIÃO DA CAMPANHA,URCAMP,Privada,Universidade,ALEGRETE,1.85,3.62,3.00,4.28,24,38,1,4300406,296,3.88,2.45
ADMINISTRAÇÃO,RS,1,2012,1.92,2.01,1.68,1.84,1.11,UNIVERSIDADE DA REGIÃO DA CAMPANHA,URCAMP,Privada,Universidade,DOM PEDRITO,1.58,2.81,2.00,3.98,17,22,1,4306601,296,3.28,1.91
ADMINISTRAÇÃO,RS,1,2012,1.71,1.78,1.20,3.00,1.17,UNIVERSIDADE DA REGIÃO DA CAMPANHA,URCAMP,Privada,Universidade,BAGE,2.50,1.80,2.00,2.79,47,62,1,4301602,296,2.20,1.69
ADMINISTRAÇÃO,RS,1,2012,3.12,2.90,3.27,3.75,1.09,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Privada,Universidade,FREDERICO WESTPHALEN,3.75,3.89,4.00,5.00,55,68,1,4308508,423,4.33,3.10
ADMINISTRAÇÃO,RS,1,2012,2.58,2.67,3.03,4.23,0.54,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Privada,Universidade,SANTO ANGELO,1.73,2.54,3.00,3.56,74,93,1,4317509,423,2.95,2.56
ADMINISTRAÇÃO,RS,1,2012,2.53,2.69,2.60,3.20,0.56,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Privada,Universidade,ERECHIM,2.30,3.26,3.00,4.55,108,140,1,4307005,423,3.78,2.51
ADMINISTRAÇÃO,RS,1,2012,2.32,2.41,2.53,2.92,0.00,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Privada,Universidade,SANTIAGO,2.92,2.77,3.00,4.08,40,57,1,4317400,423,3.29,2.30
ADMINISTRAÇÃO,RS,1,2012,2.27,2.26,2.73,3.85,0.54,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Privada,Universidade,SAO LUIZ GONZAGA,1.92,2.44,3.00,2.23,18,27,1,4318903,423,2.36,2.28
ADMINISTRAÇÃO,SP,0,2012,2.37,2.05,1.95,3.75,1.00,UNIVERSIDADE DO SAGRADO CORAÇÃO,USC,Privada,Universidade,BAURU,3.39,3.53,3.00,4.37,58,101,1,3506003,137,3.87,2.36
ADMINISTRAÇÃO,SP,0,2012,1.86,1.55,1.28,4.06,1.75,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,USCS,Pública,Universidade,SAO CAETANO DO SUL,1.33,2.08,2.00,3.66,211,467,1,3548807,605,2.71,1.83
ADMINISTRAÇÃO,SP,0,2012,2.66,1.99,1.27,4.71,3.71,UNIVERSIDADE SÃO FRANCISCO,USF,Privada,Universidade,SAO PAULO,4.41,4.06,3.00,3.65,6,17,1,3550308,670,3.90,2.67
