ano,codies,nomeies,sigla,Publica,categoriaadm,orgacademica,uf,igc_continuo,igc_faixa
2012,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,UCP,0,Privada,Universidade,RJ,2.83,3
2012,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,MACKENZIE,0,Privada,Universidade,SP,2.82,3
2012,76,UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,1,Pública,Universidade,SC,2.81,3
2012,3984,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,1,Pública,Universidade,PE,2.80,3
2012,203,UNIVERSIDADE SÃO JUDAS TADEU,USJT,0,Privada,Universidade,SP,2.79,3
2012,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,0,Privada,Universidade,RJ,2.78,3
2012,482,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,0,Privada,Universidade,SC,2.78,3
2012,15015,Universidade Estadual do Norte do Paraná,UENP,1,Pública,Universidade,PR,2.78,3
2012,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,PR,2.77,3
2012,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,0,Privada,Universidade,DF,2.77,3
2012,29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,1,Pública,Universidade,CE,2.77,3
2012,780,UNIVERSIDADE DE CUIABÁ,UNIC / PITÁGORAS,0,Privada,Universidade,MT,2.76,3
2012,699,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,1,Pública,Universidade,RO,2.75,3
2012,398,UNIVERSIDADE TIRADENTES,UNIT,0,Privada,Universidade,SE,2.75,3
2012,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,1,Pública,Universidade,SC,2.75,3
2012,670,UNIVERSIDADE SÃO FRANCISCO,USF,0,Privada,Universidade,SP,2.75,3
2012,441,UNIVERSIDADE DO CONTESTADO,UNC,0,Privada,Universidade,SC,2.75,3
2012,446,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,0,Privada,Universidade,RS,2.75,3
2012,383,UNIVERSIDADE DA AMAZÔNIA,UNAMA,0,Privada,Universidade,PA,2.74,3
2012,423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,0,Privada,Universidade,RS,2.73,3
2012,823,UNIVERSIDADE DO CEUMA - UNICEUMA,UNICEUMA,0,Privada,Universidade,MA,2.73,3
2012,550,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,1,Pública,Universidade,PB,2.72,3
2012,4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,1,Pública,Universidade,AM,2.72,3
2012,688,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,1,Pública,Universidade,BA,2.72,3
2012,555,UNIVERSIDADE DE FORTALEZA,UNIFOR,0,Privada,Universidade,CE,2.71,3
2012,387,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,0,Privada,Universidade,MS,2.70,3
2012,494,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,0,Privada,Universidade,SC,2.69,3
2012,385,UNIVERSIDADE SALVADOR,UNIFACS,0,Privada,Universidade,BA,2.68,3
2012,437,UNIVERSIDADE PARANAENSE,UNIPAR,0,Privada,Universidade,PR,2.65,3
2012,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,1,Pública,Universidade,SC,2.64,3
2012,275,UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,0,Privada,Universidade,SP,2.62,3
2012,266,UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,0,Privada,Universidade,SP,2.61,3
2012,665,UNIVERSIDADE DE TAUBATÉ,UNITAU,1,Pública,Universidade,SP,2.61,3
2012,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,1,Pública,Universidade,MG,2.60,3
2012,167,UNIVERSIDADE METODISTA DE SÃO PAULO,UMESP,0,Privada,Universidade,SP,2.59,3
2012,746,UNIVERSIDADE REGIONAL DO CARIRI,URCA,1,Pública,Universidade,CE,2.57,3
2012,549,UNIVERSIDADE FEDERAL DO ACRE,UFAC,1,Pública,Universidade,AC,2.57,3
2012,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,1,Pública,Universidade,PI,2.57,3
2012,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,UNIFENAS,0,Privada,Universidade,MG,2.57,3
2012,71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,1,Pública,Universidade,RN,2.57,3
2012,140,UNIVERSIDADE SEVERINO SOMBRA,USS,0,Privada,Universidade,RJ,2.56,3
2012,830,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,1,Pública,Universidade,AP,2.55,3
2012,298,UNIVERSIDADE NORTE DO PARANÁ,UNOPAR,0,Privada,Universidade,PR,2.54,3
2012,355,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,0,Privada,Universidade,PR,2.53,3
2012,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,0,Privada,Universidade,SP,2.52,3
2012,150,UNIVERSIDADE DE SOROCABA,UNISO,0,Privada,Universidade,SP,2.52,3
2012,81,UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,0,Privada,Universidade,SC,2.52,3
2012,409,UNIVERSIDADE DE PERNAMBUCO,UPE,1,Pública,Universidade,PE,2.52,3
2012,719,UNIVERSIDADE DO ESTADO DE MATO GROSSO,UNEMAT,1,Pública,Universidade,MT,2.51,3
2012,3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,1,Pública,Universidade,AM,2.50,3
2012,32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,UNCISAL,1,Pública,Universidade,AL,2.49,3
2012,496,UNIVERSIDADE DE FRANCA,UNIFRAN,0,Privada,Universidade,SP,2.48,3
2012,417,UNIVERSIDADE CIDADE DE SÃO PAULO,,0,Privada,Universidade,SP,2.47,3
2012,163,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,0,Privada,Universidade,RJ,2.46,3
2012,215,UNIVERSIDADE DO GRANDE ABC,UNIABC,0,Privada,Universidade,SP,2.45,3
2012,1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,1,Pública,Universidade,MS,2.45,3
2012,1128,UNIVERSIDADE DE ITAÚNA,UI,0,Privada,Universidade,MG,2.44,3
2012,40,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,1,Pública,Universidade,BA,2.42,3
2012,319,UNIVERSIDADE CAMILO CASTELO BRANCO,UNICASTELO,0,Privada,Universidade,SP,2.42,3
2012,521,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,0,Privada,Universidade,SP,2.41,3
2012,1557,UNIVERSIDADE FUMEC,FUMEC,0,Privada,Universidade,MG,2.40,3
2012,526,UNIVERSIDADE BRAZ CUBAS,UBC,0,Privada,Universidade,SP,2.39,3
2012,449,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,0,Privada,Universidade,RS,2.38,3
2012,953,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,0,Privada,Universidade,SP,2.38,3
2012,143,UNIVERSIDADE DE UBERABA,UNIUBE,0,Privada,Universidade,MG,2.38,3
2012,5701,UNIVERSIDADE DO ESTADO DO AMAPÁ,UEAP,1,Pública,Universidade,AP,2.37,3
2012,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,0,Privada,Universidade,PE,2.36,3
2012,671,UNIVERSIDADE ANHANGUERA - UNIDERP,UNIDERP,0,Privada,Universidade,MS,2.35,3
2012,519,UNIVERSIDADE CATÓLICA DO SALVADOR,UCSAL,0,Privada,Universidade,BA,2.34,3
2012,663,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,0,Privada,Universidade,RJ,2.34,3
2012,718,UNIVERSIDADE POTIGUAR,UNP,0,Privada,Universidade,RN,2.32,3
2012,458,UNIVERSIDADE IBIRAPUERA,UNIB,0,Privada,Universidade,SP,2.32,3
2012,527,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,PUC GOIÁS,0,Privada,Universidade,GO,2.30,3
2012,15032,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,0,Privada,Universidade,SC,2.30,3
2012,95,UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ,UVA,1,Pública,Universidade,CE,2.29,3
2012,47,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,1,Pública,Universidade,GO,2.28,3
2012,16,UNIVERSIDADE GAMA FILHO,UGF,0,Privada,Universidade,RJ,2.27,3
2012,669,UNIVERSIDADE NILTON LINS,UNINILTONLINS,0,Privada,Universidade,AM,2.25,3
2012,296,UNIVERSIDADE DA REGIÃO DA CAMPANHA,URCAMP,0,Privada,Universidade,RS,2.24,3
2012,605,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,USCS,1,Pública,Universidade,SP,2.23,3
2012,481,UNIVERSIDADE GUARULHOS,UNG,0,Privada,Universidade,SP,2.21,3
2012,1189,UNIVERSIDADE DO PLANALTO CATARINENSE,UNIPLAC,0,Privada,Universidade,SC,2.20,3
2012,457,UNIVERSIDADE BANDEIRANTE ANHANGUERA,UNIBAN,0,Privada,Universidade,SP,2.19,3
2012,513,UNIVERSIDADE VALE DO RIO DOCE,UNIVALE,0,Privada,Universidade,MG,2.19,3
2012,375,UNIVERSIDADE DE SANTO AMARO,UNISA,0,Privada,Universidade,SP,2.17,3
2012,330,UNIVERSIDADE IGUAÇU,UNIG,0,Privada,Universidade,RJ,2.17,3
2012,176,UNIVERSIDADE CASTELO BRANCO,UCB,0,Privada,Universidade,RJ,2.12,3
2012,38,UNIVERSIDADE DO ESTADO DO PARÁ,UEPA,1,Pública,Universidade,PA,2.11,3
2012,1586,UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,0,Privada,Universidade,MG,2.11,3
2012,568,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,1,Pública,Universidade,MA,2.08,3
2012,308,UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS,UNIPAC,0,Privada,Universidade,MG,2.06,3
2012,5077,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,1,Pública,Universidade,RR,2.03,3
2012,15059,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,1,Pública,Universidade,PA,2.03,3
2012,1153,UNIVERSIDADE CÂNDIDO MENDES,UCAM,0,Privada,Universidade,RJ,2.00,3
2012,264,UNIVERSIDADE SÃO MARCOS,USM,0,Privada,Universidade,SP,1.98,0
2012,666,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UEFS,1,Pública,Universidade,BA,1.96,3
2012,829,UNIVERSIDADE DO TOCANTINS,UNITINS,1,Pública,Universidade,TO,1.83,2
2012,3974,UNIVERSIDADE DE RIO VERDE,FESURV,1,Pública,Universidade,GO,1.82,2
2012,27,UNIVERSIDADE VALE DO RIO VERDE,UNINCOR,0,Privada,Universidade,MG,1.74,2
2012,5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,1,Pública,Universidade,AL,1.68,2
2012,240,UNIVERSIDADE SANTA ÚRSULA,USU,0,Privada,Universidade,RJ,1.12,2
2012,15497,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,UNILAB,1,Pública,Universidade,CE,0.00,0
2012,15001,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,1,Pública,Universidade,PR,0.00,0
2012,15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,1,Pública,Universidade,SC,0.00,0
2011,5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,1,Pública,Universidade,SC,0.00,0
2010,15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,1,Pública,Universidade,SC,0.00,0
2011,15059,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,1,Pública,Universidade,PA,0.00,0
2010,14509,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IFBAIANO,1,Pública,Universidade,BA,0.00,0
2011,4786,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,1,Pública,Universidade,TO,0.00,0
2011,581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,1,Pública,Universidade,RS,4.28,5
2011,4925,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,1,Pública,Universidade,SP,4.26,5
2011,592,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,1,Pública,Universidade,MG,4.25,5
2011,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,1,Pública,Universidade,SP,4.22,5
2011,575,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,1,Pública,Universidade,MG,4.14,5
2011,8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,1,Pública,Universidade,MG,4.08,5
2011,597,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,1,Pública,Universidade,MG,4.05,5
2011,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,1,Pública,Universidade,SP,4.02,5
2011,585,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,1,Pública,Universidade,SC,3.98,5
2011,591,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,1,Pública,Universidade,SP,3.95,5
2010,717,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,1,Pública,Universidade,RS,3.92,4
2011,1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UENF,1,Pública,Universidade,RJ,3.92,4
2011,2,UNIVERSIDADE DE BRASÍLIA,UNB,1,Pública,Universidade,DF,3.88,4
2011,586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,1,Pública,Universidade,RJ,3.85,4
2011,528,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,0,Privada,Universidade,RJ,3.77,4
2011,56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,1,Pública,Universidade,SP,3.75,4
2011,546,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,0,Privada,Universidade,SP,3.75,4
2011,582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,1,Pública,Universidade,RS,3.72,4
2011,43,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UDESC,1,Pública,Universidade,SC,3.69,4
2011,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,0,Privada,Universidade,RS,3.68,4
2011,570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,1,Pública,Universidade,RN,3.66,4
2011,3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",IF-SC,1,Pública,Universidade,SC,3.64,4
2011,595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,1,Pública,Universidade,MG,3.64,4
2011,576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,1,Pública,Universidade,MG,3.60,4
2011,57,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,1,Pública,Universidade,PR,3.60,4
2011,598,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,UNIFEI,1,Pública,Universidade,MG,3.58,4
2011,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,1,Pública,Universidade,MG,3.57,4
2011,1578,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,1,Pública,Universidade,RS,3.57,4
2011,584,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,1,Pública,Universidade,GO,3.56,4
2011,634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,1,Pública,Universidade,RS,3.56,4
2011,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1,Pública,Universidade,PE,3.55,4
2011,571,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,1,Pública,Universidade,PR,3.54,4
2011,3336,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,UERGS,1,Pública,Universidade,RS,3.54,4
2011,583,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,1,Pública,Universidade,CE,3.52,4
2011,588,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,1,Pública,Universidade,PR,3.52,4
2011,9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,1,Pública,Universidade,PR,3.50,4
2011,596,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,1,Pública,Universidade,MG,3.50,4
2011,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,1,Pública,Universidade,PB,3.48,4
2011,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,0,Privada,Universidade,RS,3.46,4
2011,589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,1,Pública,Universidade,RN,3.43,4
2011,609,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,1,Pública,Universidade,PR,3.42,4
2011,4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,1,Pública,Universidade,MS,3.42,4
2011,6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,1,Pública,Universidade,MG,3.41,4
2011,579,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,1,Pública,Universidade,PB,3.41,4
2011,107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,1,Pública,Universidade,MG,3.40,4
2011,572,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,1,Pública,Universidade,RJ,3.38,4
2011,601,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,1,Pública,Universidade,RS,3.37,4
2011,4358,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,1,Pública,Universidade,MG,3.34,4
2011,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,1,Pública,Universidade,ES,3.34,4
2011,574,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,1,Pública,Universidade,RJ,3.33,4
2011,578,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,1,Pública,Universidade,BA,3.33,4
2011,730,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,1,Pública,Universidade,PR,3.30,4
2011,5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,1,Pública,Universidade,RS,3.30,4
2011,693,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIRIO,1,Pública,Universidade,RJ,3.27,4
2011,12,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,1,Pública,Universidade,RS,3.17,4
2011,573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,1,Pública,Universidade,ES,3.17,4
2011,322,UNIVERSIDADE PAULISTA,UNIP,0,Privada,Universidade,SP,3.15,4
2011,694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,1,Pública,Universidade,MS,3.15,4
2011,1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,1,Pública,Universidade,GO,3.12,4
2011,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,1,Pública,Universidade,SP,3.10,4
2011,4503,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,1,Pública,Universidade,BA,3.09,4
2011,1082,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,1,Pública,Universidade,RN,3.09,4
2011,587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,1,Pública,Universidade,PE,3.08,4
2011,295,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,0,Privada,Universidade,RS,3.08,4
2011,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,1,Pública,Universidade,MT,3.08,4
2011,3165,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",,1,Pública,Universidade,MG,3.06,4
2011,165,UNIVERSIDADE VEIGA DE ALMEIDA,UVA,0,Privada,Universidade,RJ,3.05,4
2011,137,UNIVERSIDADE DO SAGRADO CORAÇÃO,USC,0,Privada,Universidade,SP,3.05,4
2011,547,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,1,Pública,Universidade,RJ,3.03,4
2011,1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,1,Pública,Universidade,PR,3.03,4
2011,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,1,Pública,Universidade,BA,3.01,4
2011,23,UNIVERSIDADE FEEVALE,FEEVALE,0,Privada,Universidade,RS,3.01,4
2011,3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,1,Pública,Universidade,SE,2.99,4
2011,18,UNIVERSIDADE CATÓLICA DE PELOTAS,UCPEL,0,Privada,Universidade,RS,2.99,4
2011,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,1,Pública,Universidade,GO,2.98,4
2011,5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,1,Pública,Universidade,PI,2.98,4
2011,590,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,UFRA,1,Pública,Universidade,PA,2.97,4
2011,569,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,1,Pública,Universidade,PA,2.96,4
2011,952,UNIVERSIDADE SANTA CECÍLIA,UNISANTA,0,Privada,Universidade,SP,2.96,4
2011,548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,1,Pública,Universidade,MA,2.96,4
2011,1166,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,1,Pública,Universidade,PB,2.96,4
2011,20,UNIVERSIDADE DE PASSO FUNDO,UPF,0,Privada,Universidade,RS,2.93,3
2011,208,UNIVERSIDADE DE RIBEIRÃO PRETO,UNAERP,0,Privada,Universidade,SP,2.92,3
2011,1042,UNIVERSIDADE POSITIVO,UP,0,Privada,Universidade,PR,2.92,3
2011,221,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,0,Privada,Universidade,SP,2.91,3
2011,1812,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS",IFAM,1,Pública,Universidade,AM,2.91,3
2011,13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,0,Privada,Universidade,RS,2.91,3
2011,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,MACKENZIE,0,Privada,Universidade,SP,2.90,3
2011,420,UNIVERSIDADE DE MARÍLIA,UNIMAR,0,Privada,Universidade,SP,2.90,3
2011,1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,1,Pública,Universidade,PE,2.89,3
2011,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,0,Privada,Universidade,PR,2.89,3
2011,338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,0,Privada,Universidade,MG,2.86,3
2011,83,UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,0,Privada,Universidade,SC,2.86,3
2011,387,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,0,Privada,Universidade,MS,2.86,3
2011,3984,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,1,Pública,Universidade,PE,2.84,3
2011,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,0,Privada,Universidade,DF,2.84,3
2011,594,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,CEFET/MG,1,Pública,Universidade,MG,2.84,3
2011,76,UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,1,Pública,Universidade,SC,2.84,3
2011,3849,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,1,Pública,Universidade,TO,2.84,3
2011,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,1,Pública,Universidade,PI,2.83,3
2011,789,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,1,Pública,Universidade,RR,2.81,3
2011,577,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,1,Pública,Universidade,AL,2.81,3
2011,550,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,1,Pública,Universidade,PB,2.80,3
2011,3184,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",IFRR,1,Pública,Universidade,RR,2.80,3
2011,532,UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL,UNIJUI,0,Privada,Universidade,RS,2.79,3
2011,15015,UNIVERSIDADE ESTADUAL DO NORTE DO PARANÁ,UENP,1,Pública,Universidade,PR,2.79,3
2011,3188,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,1,Pública,Universidade,MG,2.78,3
2011,3164,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",IFMT,1,Pública,Universidade,MT,2.78,3
2011,316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,0,Privada,Universidade,SP,2.77,3
2011,271,UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,0,Privada,Universidade,SP,2.76,3
2011,3160,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",IFAL,1,Pública,Universidade,AL,2.76,3
2011,699,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,1,Pública,Universidade,RO,2.75,3
2011,688,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,1,Pública,Universidade,BA,2.75,3
2011,3163,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,1,Pública,Universidade,RJ,2.73,3
2011,367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,1,Pública,Universidade,MG,2.73,3
